Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
740,86430 (13.5512762),0428561210,"04285 -  V M Institute of Engineering and Technology, Dongargaon, Nagpur",Mechanical Engineering,JEE,AI to AI,AI
741,20400 (80.2235814),0430424550F,"04304 - Cummins College of Engineering For Women, Sukhali (Gupchup), Tal.",Computer Engineering,JEE,AI to AI,AI
"",,,Hingna Hingna Nagpur,,,,
742,27301 (73.8873513),0430437250F,"04304 - Cummins College of Engineering For Women, Sukhali (Gupchup), Tal.",Electronics and,JEE,AI to AI,AI
"",,,Hingna Hingna Nagpur,Telecommunication Engg,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
743,45893 (58.5234498),0430461250F,"04304 - Cummins College of Engineering For Women, Sukhali (Gupchup), Tal.",Mechanical Engineering,JEE,AI to AI,AI
"",,,Hingna Hingna Nagpur,,,,
744,74448 (31.5996204),0461319110,"04613 - Suryodaya College of Engineering & Technology, Nagpur",Civil Engineering,JEE,AI to AI,AI
745,49913 (55.0466064),0461324510,"04613 - Suryodaya College of Engineering & Technology, Nagpur",Computer Engineering,JEE,AI to AI,AI
746,62529 (43.7966904),0461326510,"04613 - Suryodaya College of Engineering & Technology, Nagpur",Industrial IoT,JEE,AI to AI,AI
747,73986 (32.0362067),0461329310,"04613 - Suryodaya College of Engineering & Technology, Nagpur",Electrical Engineering,JEE,AI to AI,AI
748,42760 (61.0211990),0461337210,"04613 - Suryodaya College of Engineering & Technology, Nagpur",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
749,67481 (39.3011281),0461361210,"04613 - Suryodaya College of Engineering & Technology, Nagpur",Mechanical Engineering,JEE,AI to AI,AI
750,51030 (54.2004802),0461391210,"04613 - Suryodaya College of Engineering & Technology, Nagpur",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Data Science),,,
751,90328 (2.9264651),0464824210,"04648 - R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
752,182879 (12.6135136),0464824610,"04648 - R.V. Parankar College of Engineering & Technology, Arvi, Dist Wardha",Information Technology,MHT-CET,AI to AI,AI
753,74986 (30.7427511),0464919110,"04649 - Bajaj Institute of Technology, Wardha",Civil Engineering,JEE,AI to AI,AI
754,32143 (69.8571928),0464924510,"04649 - Bajaj Institute of Technology, Wardha",Computer Engineering,JEE,AI to AI,AI
755,32475 (69.5628064),0464929310,"04649 - Bajaj Institute of Technology, Wardha",Electrical Engineering,JEE,AI to AI,AI
756,44382 (59.8276777),0464961210,"04649 - Bajaj Institute of Technology, Wardha",Mechanical Engineering,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
757,114114 (76.7300255),0470324210,"04703 - Somayya Institute of Technology,  Chandrapur",Computer Science and,MHT-CET,AI to AI,AI
"",,,,Engineering,,,
758,85029 (16.2641599),0510319110,05103 - Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore,Civil Engineering,JEE,AI to AI,AI
"",,,"College of Engineering,Dhule",,,,
759,48175 (56.4946109),0510324510,05103 - Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore,Computer Engineering,JEE,AI to AI,AI
"",,,"College of Engineering,Dhule",,,,
760,60666 (45.6287618),0510337210,05103 - Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore,Electronics and,JEE,AI to AI,AI
"",,,"College of Engineering,Dhule",Telecommunication Engg,,,
761,75866 (29.8015715),0510337610,05103 - Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore,Electronics Engineering,JEE,AI to AI,AI
"",,,"College of Engineering,Dhule",,,,
762,79990 (24.2340612),0510361210,05103 - Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore,Mechanical Engineering,JEE,AI to AI,AI
"",,,"College of Engineering,Dhule",,,,
763,52150 (53.0226888),0510384410,05103 - Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore,Electronics and Computer,JEE,AI to AI,AI
"",,,"College of Engineering,Dhule",Engineering,,,
764,181608 (14.3617021),0510419110,"05104 - Shramsadhana Bombay Trust, College of Engineering & Technology,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Jalgaon,,,,
765,41395 (62.2153939),0510424510,"05104 - Shramsadhana Bombay Trust, College of Engineering & Technology,",Computer Engineering,JEE,AI to AI,AI
"",,,Jalgaon,,,,
766,58411 (47.5550319),0510429310,"05104 - Shramsadhana Bombay Trust, College of Engineering & Technology,",Electrical Engineering,JEE,AI to AI,AI
"",,,Jalgaon,,,,
767,42680 (61.0395438),0510437210,"05104 - Shramsadhana Bombay Trust, College of Engineering & Technology,",Electronics and,JEE,AI to AI,AI
"",,,Jalgaon,Telecommunication Engg,,,
768,69060 (37.6420166),0510461210,"05104 - Shramsadhana Bombay Trust, College of Engineering & Technology,",Mechanical Engineering,JEE,AI to AI,AI
"",,,Jalgaon,,,,
769,63315 (43.0214600),0510624510,05106 - Khandesh College Education Society's College Of Engineering And,Computer Engineering,JEE,AI to AI,AI
"",,,"Management, Jalgaon",,,,
770,183967 (10.8656299),0510629310,05106 - Khandesh College Education Society's College Of Engineering And,Electrical Engineering,MHT-CET,AI to AI,AI
"",,,"Management, Jalgaon",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
771,183593 (11.4858097),0510684410,05106 - Khandesh College Education Society's College Of Engineering And,Electronics and Computer,MHT-CET,AI to AI,AI
"",,,"Management, Jalgaon",Engineering,,,
772,76918 (28.4639143),0510691210,05106 - Khandesh College Education Society's College Of Engineering And,Computer Science and,JEE,AI to AI,AI
"",,,"Management, Jalgaon",Engineering(Data Science),,,
773,46982 (57.6698395),0510819110,05108 - Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao,Civil Engineering,JEE,AI to AI,AI
"",,,"Thakare College Of Engineering, Nashik",,,,
774,23524 (77.3255329),0510824510,05108 - Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao,Computer Engineering,JEE,AI to AI,AI
"",,,"Thakare College Of Engineering, Nashik",,,,
775,25381 (75.6601092),0510824610,05108 - Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao,Information Technology,JEE,AI to AI,AI
"",,,"Thakare College Of Engineering, Nashik",,,,
776,26567 (74.5733907),0510826310,05108 - Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao,Artificial Intelligence (AI),JEE,AI to AI,AI
"",,,"Thakare College Of Engineering, Nashik",and Data Science,,,
777,41095 (62.3601588),0510829310,05108 - Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao,Electrical Engineering,JEE,AI to AI,AI
"",,,"Thakare College Of Engineering, Nashik",,,,
778,28017 (73.3421663),0510837210,05108 - Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao,Electronics and,JEE,AI to AI,AI
"",,,"Thakare College Of Engineering, Nashik",Telecommunication Engg,,,
779,43753 (60.1566683),0510846410,05108 - Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao,Instrumentation and,JEE,AI to AI,AI
"",,,"Thakare College Of Engineering, Nashik",Control Engineering,,,
780,33118 (69.0384236),0510861210,05108 - Maratha Vidya Prasarak Samaj's Karmaveer Adv. Baburao Ganpatrao,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Thakare College Of Engineering, Nashik",,,,
781,69900 (36.5687902),0510919110,"05109 - Sandip Foundation, Sandip Institute of Technology and Research",Civil Engineering,JEE,AI to AI,AI
"",,,"Centre, Mahiravani, Nashik",,,,
782,35342 (67.1114593),0510924510,"05109 - Sandip Foundation, Sandip Institute of Technology and Research",Computer Engineering,JEE,AI to AI,AI
"",,,"Centre, Mahiravani, Nashik",,,,
783,36156 (66.4297542),0510924610,"05109 - Sandip Foundation, Sandip Institute of Technology and Research",Information Technology,JEE,AI to AI,AI
"",,,"Centre, Mahiravani, Nashik",,,,
784,47343 (57.3147779),0510929310,"05109 - Sandip Foundation, Sandip Institute of Technology and Research",Electrical Engineering,JEE,AI to AI,AI
"",,,"Centre, Mahiravani, Nashik",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
785,40842 (62.5868591),0510937210,"05109 - Sandip Foundation, Sandip Institute of Technology and Research",Electronics and,JEE,AI to AI,AI
"",,,"Centre, Mahiravani, Nashik",Telecommunication Engg,,,
786,33402 (68.8362969),0510956610,"05109 - Sandip Foundation, Sandip Institute of Technology and Research",Computer Science,JEE,AI to AI,AI
"",,,"Centre, Mahiravani, Nashik",,,,
787,60305 (45.8887471),0510961210,"05109 - Sandip Foundation, Sandip Institute of Technology and Research",Mechanical Engineering,JEE,AI to AI,AI
"",,,"Centre, Mahiravani, Nashik",,,,
788,43895 (60.1000986),0510991610,"05109 - Sandip Foundation, Sandip Institute of Technology and Research",Automation and Robotics,JEE,AI to AI,AI
"",,,"Centre, Mahiravani, Nashik",,,,
789,38588 (64.4155160),0510992110,"05109 - Sandip Foundation, Sandip Institute of Technology and Research",Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Centre, Mahiravani, Nashik",Machine Learning,,,
790,30500 (71.3374029),0510999510,"05109 - Sandip Foundation, Sandip Institute of Technology and Research",Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Centre, Mahiravani, Nashik",Data Science,,,
791,41045 (62.3601588),0512119110,"05121 - K. K. Wagh Institute of Engineering Education and Research, Nashik",Civil Engineering,JEE,AI to AI,AI
792,20826 (79.7563616),0512121910,"05121 - K. K. Wagh Institute of Engineering Education and Research, Nashik",Robotics and Automation,JEE,AI to AI,AI
793,10843 (88.8337138),0512124510,"05121 - K. K. Wagh Institute of Engineering Education and Research, Nashik",Computer Engineering,JEE,AI to AI,AI
794,12635 (87.2364040),0512124610,"05121 - K. K. Wagh Institute of Engineering Education and Research, Nashik",Information Technology,JEE,AI to AI,AI
795,14977 (85.1042245),0512125710,"05121 - K. K. Wagh Institute of Engineering Education and Research, Nashik",Computer Science and,JEE,AI to AI,AI
"",,,,Design,,,
796,28363 (72.9923375),0512129310,"05121 - K. K. Wagh Institute of Engineering Education and Research, Nashik",Electrical Engineering,JEE,AI to AI,AI
797,18896 (81.5080014),0512137210,"05121 - K. K. Wagh Institute of Engineering Education and Research, Nashik",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
798,39220 (63.8828633),0512150710,"05121 - K. K. Wagh Institute of Engineering Education and Research, Nashik",Chemical Engineering,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
799,30941 (70.8647980),0512161210,"05121 - K. K. Wagh Institute of Engineering Education and Research, Nashik",Mechanical Engineering,JEE,AI to AI,AI
800,14862 (85.1743347),0512199510,"05121 - K. K. Wagh Institute of Engineering Education and Research, Nashik",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
801,189175 (1.0475793),0512419110,05124 - Jagadamba Education Soc. Nashik's S.N.D. College of Engineering &,Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Reserch, Babulgaon",,,,
802,48816 (56.0063988),0512424510,05124 - Jagadamba Education Soc. Nashik's S.N.D. College of Engineering &,Computer Engineering,JEE,AI to AI,AI
"",,,"Reserch, Babulgaon",,,,
803,52633 (52.9550499),0512424610,05124 - Jagadamba Education Soc. Nashik's S.N.D. College of Engineering &,Information Technology,JEE,AI to AI,AI
"",,,"Reserch, Babulgaon",,,,
804,188551 (2.3998331),0512429310,05124 - Jagadamba Education Soc. Nashik's S.N.D. College of Engineering &,Electrical Engineering,MHT-CET,AI to AI,AI
"",,,"Reserch, Babulgaon",,,,
805,180657 (15.9989858),0512461210,05124 - Jagadamba Education Soc. Nashik's S.N.D. College of Engineering &,Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,"Reserch, Babulgaon",,,,
806,177645 (20.7289199),0512462410,05124 - Jagadamba Education Soc. Nashik's S.N.D. College of Engineering &,Mechatronics Engineering,MHT-CET,AI to AI,AI
"",,,"Reserch, Babulgaon",,,,
807,70365 (36.1313730),0512484410,05124 - Jagadamba Education Soc. Nashik's S.N.D. College of Engineering &,Electronics and Computer,JEE,AI to AI,AI
"",,,"Reserch, Babulgaon",Engineering,,,
808,52323 (52.9946164),0512524510,05125 - Pravara Rural Education Society's Sir Visvesvaraya Institute of,Computer Engineering,JEE,AI to AI,AI
"",,,"Technology, Chincholi Dist. Nashik",,,,
809,53193 (52.1336234),0512524610,05125 - Pravara Rural Education Society's Sir Visvesvaraya Institute of,Information Technology,JEE,AI to AI,AI
"",,,"Technology, Chincholi Dist. Nashik",,,,
810,76471 (29.1881299),0512550710,05125 - Pravara Rural Education Society's Sir Visvesvaraya Institute of,Chemical Engineering,JEE,AI to AI,AI
"",,,"Technology, Chincholi Dist. Nashik",,,,
811,59686 (46.5149107),0512584410,05125 - Pravara Rural Education Society's Sir Visvesvaraya Institute of,Electronics and Computer,JEE,AI to AI,AI
"",,,"Technology, Chincholi Dist. Nashik",Engineering,,,
812,42392 (61.2790648),0513019110,"05130 - Brahma Valley College of Engineering & Research, Trimbakeshwar,",Civil Engineering,JEE,AI to AI,AI
"",,,Nashik,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
813,53320 (52.1076408),0513024510,"05130 - Brahma Valley College of Engineering & Research, Trimbakeshwar,",Computer Engineering,JEE,AI to AI,AI
"",,,Nashik,,,,
814,182136 (13.6477530),0513029310,"05130 - Brahma Valley College of Engineering & Research, Trimbakeshwar,",Electrical Engineering,MHT-CET,AI to AI,AI
"",,,Nashik,,,,
815,61854 (44.4375985),0513919110,"05139 - Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Civil Engineering,JEE,AI to AI,AI
816,31581 (70.4645815),0513924510,"05139 - Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Computer Engineering,JEE,AI to AI,AI
817,36820 (65.8983654),0513924610,"05139 - Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Information Technology,JEE,AI to AI,AI
818,40435 (62.8786263),0513937210,"05139 - Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
819,52978 (52.3748972),0513946410,"05139 - Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Instrumentation and,JEE,AI to AI,AI
"",,,,Control Engineering,,,
820,62921 (43.5542521),0513950710,"05139 - Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Chemical Engineering,JEE,AI to AI,AI
821,51880 (53.2931173),0513961210,"05139 - Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Mechanical Engineering,JEE,AI to AI,AI
822,45477 (58.7311745),0513984410,"05139 - Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Electronics and Computer,JEE,AI to AI,AI
"",,,,Engineering,,,
823,49243 (55.5917670),0513991610,"05139 - Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Automation and Robotics,JEE,AI to AI,AI
824,35573 (66.9206113),0513999510,"05139 - Pravara Rural College of Engineering, Loni, Pravaranagar, Ahmednagar.",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
825,54004 (51.4671199),0515119110,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Civil Engineering,JEE,AI to AI,AI
"",,,"Adgaon, Nashik.",,,,
826,19927 (80.5577669),0515124510,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Computer Engineering,JEE,AI to AI,AI
"",,,"Adgaon, Nashik.",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
827,19593 (80.9001683),0515124610,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Information Technology,JEE,AI to AI,AI
"",,,"Adgaon, Nashik.",,,,
828,42468 (61.2790648),0515129310,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Electrical Engineering,JEE,AI to AI,AI
"",,,"Adgaon, Nashik.",,,,
829,33723 (68.5714997),0515137210,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Electronics and,JEE,AI to AI,AI
"",,,"Adgaon, Nashik.",Telecommunication Engg,,,
830,50993 (54.2765449),0515161210,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Mechanical Engineering,JEE,AI to AI,AI
"",,,"Adgaon, Nashik.",,,,
831,22246 (78.3889620),0515199510,"05151 - MET Bhujbal Knowledge City MET League's Engineering College,",Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Adgaon, Nashik.",Data Science,,,
832,188499 (2.4070689),0515219110,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Civil Engineering,MHT-CET,AI to AI,AI
833,37115 (65.6589399),0515224210,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
834,44279 (59.9479500),0515224610,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Information Technology,JEE,AI to AI,AI
835,58549 (47.4653812),0515229310,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Electrical Engineering,JEE,AI to AI,AI
836,48574 (56.2235696),0515237210,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
837,55372 (50.2204774),0515261210,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Mechanical Engineering,JEE,AI to AI,AI
838,39724 (63.5337786),0515291110,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Artificial,,,
839,42481 (61.2790648),0515291210,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Data Science),,,
840,37930 (64.9789150),0515291310,"05152 - G H Raisoni College of  Engineering and Management, Jalgaon",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering (Artificial,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
841,59049 (46.8194101),0516019110,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Civil Engineering,JEE,AI to AI,AI
"",,,Kopargaon,,,,
842,13367 (86.5071035),0516024510,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Computer Engineering,JEE,AI to AI,AI
"",,,Kopargaon,,,,
843,15486 (84.6185669),0516024610,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Information Technology,JEE,AI to AI,AI
"",,,Kopargaon,,,,
844,35940 (66.6376422),0516029310,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Electrical Engineering,JEE,AI to AI,AI
"",,,Kopargaon,,,,
845,39521 (63.6133463),0516061210,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Mechanical Engineering,JEE,AI to AI,AI
"",,,Kopargaon,,,,
846,18304 (82.0169298),0516084410,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Electronics and Computer,JEE,AI to AI,AI
"",,,Kopargaon,Engineering,,,
847,59519 (46.6555544),0516091510,"05160 - Sanjivani Rural Education Society's Sanjivani College of Engineering,",Structural Engineering,JEE,AI to AI,AI
"",,,Kopargaon,,,,
848,78529 (26.4868719),0516119110,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Civil Engineering,JEE,AI to AI,AI
849,36792 (65.8983654),0516124510,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Engineering,JEE,AI to AI,AI
850,42299 (61.4554456),0516124610,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Information Technology,JEE,AI to AI,AI
851,47371 (57.3147779),0516125710,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Computer Science and,JEE,AI to AI,AI
"",,,,Design,,,
852,58800 (47.4197507),0516129310,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electrical Engineering,JEE,AI to AI,AI
853,47493 (57.3011125),0516137210,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
854,188030 (3.4404128),0516137810,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Electronics Engineering (,MHT-CET,AI to AI,AI
"",,,,VLSI Design and,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
855,65336 (41.3051050),0516161210,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Mechanical Engineering,JEE,AI to AI,AI
856,45947 (58.5234498),0516199510,"05161 - Dr. Vithalrao Vikhe Patil College of Engineering, Ahmednagar",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
857,60558 (45.6439853),0516219110,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Civil Engineering,JEE,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
858,19088 (81.3266412),0516224510,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Computer Engineering,JEE,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
859,22248 (78.3889620),0516224610,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Information Technology,JEE,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
860,43258 (60.7119548),0516229310,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Electrical Engineering,JEE,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
861,29870 (71.8367839),0516237210,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Electronics and,JEE,AI to AI,AI
"",,,"Engineering, Sangamner",Telecommunication Engg,,,
862,45595 (58.6610048),0516261210,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
863,26044 (75.1570798),0516284410,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Electronics and Computer,JEE,AI to AI,AI
"",,,"Engineering, Sangamner",Engineering,,,
864,36044 (66.5046002),0516291610,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Automation and Robotics,JEE,AI to AI,AI
"",,,"Engineering, Sangamner",,,,
865,22598 (78.1648862),0516299510,05162 - Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of,Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Engineering, Sangamner",Data Science,,,
866,,0516419110,"05164 - P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist.",Civil Engineering,MHT-CET,MI to AI,MI
"",,,Nandurbar,,,,
867,43752 (60.2278410),0516424510,"05164 - P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist.",Computer Engineering,JEE,AI to AI,AI
"",,,Nandurbar,,,,
868,175645 (22.5020163),0516429310,"05164 - P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist.",Electrical Engineering,MHT-CET,AI to AI,AI
"",,,Nandurbar,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
869,86155 (14.0892338),0516446610,"05164 - P.S.G.V.P. Mandal's D.N. Patel College of Engineering, Shahada, Dist.",Instrumentation,JEE,AI to AI,AI
"",,,Nandurbar,Engineering,,,
870,163842 (36.6283954),0516824510,"05168 - T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",Computer Engineering,MHT-CET,AI to AI,AI
871,88374 (8.9507403),0516919110,"05169 - Nagaon  Education Society's Gangamai College of Engineering, Nagaon,",Civil Engineering,JEE,AI to AI,AI
"",,,Tal Dist Dhule,,,,
872,75768 (29.8279581),0516924510,"05169 - Nagaon  Education Society's Gangamai College of Engineering, Nagaon,",Computer Engineering,JEE,AI to AI,AI
"",,,Tal Dist Dhule,,,,
873,88589 (8.3109763),0516961210,"05169 - Nagaon  Education Society's Gangamai College of Engineering, Nagaon,",Mechanical Engineering,JEE,AI to AI,AI
"",,,Tal Dist Dhule,,,,
874,67328 (39.4204787),0517024210,05170 - Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering &,Computer Science and,JEE,AI to AI,AI
"",,,"Technology, Bhusawal",Engineering,,,
875,84688 (16.7208039),0517091210,05170 - Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering &,Computer Science and,JEE,AI to AI,AI
"",,,"Technology, Bhusawal",Engineering(Data Science),,,
876,66508 (40.0503434),0517124510,"05171 - Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Computer Engineering,JEE,AI to AI,AI
877,71552 (34.7241777),0517126310,"05171 - Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Artificial Intelligence (AI),JEE,AI to AI,AI
"",,,,and Data Science,,,
878,73227 (33.0683459),0517129310,"05171 - Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Electrical Engineering,JEE,AI to AI,AI
879,176679 (21.4728090),0517137210,"05171 - Godavari Foundation's Godavari College Of Engineering,  Jalgaon",Electronics and,MHT-CET,AI to AI,AI
"",,,,Telecommunication Engg,,,
880,41363 (62.2176714),0517219110,"05172 - R. C. Patel Institute of Technology, Shirpur",Civil Engineering,JEE,AI to AI,AI
881,19592 (80.9001683),0517224510,"05172 - R. C. Patel Institute of Technology, Shirpur",Computer Engineering,JEE,AI to AI,AI
882,20849 (79.7461739),0517224610,"05172 - R. C. Patel Institute of Technology, Shirpur",Information Technology,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
883,35544 (66.9569433),0517229310,"05172 - R. C. Patel Institute of Technology, Shirpur",Electrical Engineering,JEE,AI to AI,AI
884,26481 (74.5994626),0517237210,"05172 - R. C. Patel Institute of Technology, Shirpur",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
885,30452 (71.3374029),0517261210,"05172 - R. C. Patel Institute of Technology, Shirpur",Mechanical Engineering,JEE,AI to AI,AI
886,24023 (76.8948429),0517292110,"05172 - R. C. Patel Institute of Technology, Shirpur",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Machine Learning,,,
887,50767 (54.3171452),0517319110,"05173 - SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain",Civil Engineering,JEE,AI to AI,AI
"",,,"Gurukul), Neminagar,Chandwad,(Nashik)",,,,
888,24472 (76.4471767),0517324510,"05173 - SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain",Computer Engineering,JEE,AI to AI,AI
"",,,"Gurukul), Neminagar,Chandwad,(Nashik)",,,,
889,34697 (67.6467548),0517337210,"05173 - SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain",Electronics and,JEE,AI to AI,AI
"",,,"Gurukul), Neminagar,Chandwad,(Nashik)",Telecommunication Engg,,,
890,46371 (57.9935072),0517361210,"05173 - SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering,  (Jain",Mechanical Engineering,JEE,AI to AI,AI
