Stage,GOPENS,GSTS,GNT2S,GNT3S,GOBCS,LOPENS,LSTS,LVJS,LNT2S,LOBCS,PWDOPENS,DEFOPENS,TFWS,PWDROBC,ORPHAN,EWS
"",,,,,,,,,,,,,,S,,
I,45068,62198,56019,67376,47176,38817,70583,42139,67267,40903,132109,55489,36423,140685,,44019
"",(81.0090469),(72.6119403),(75.8673530),(69.6924231),(79.8081214),(83.8780770),(68.3823818),(82.2515860),(69.6924231),(83.0041152),(17.5985227),(76.0463981),(84.9532361),(4.9294633),,(81.2345291)
VII,,,,,,,,,,,,,,,48315,
"",,,,,,,,,,,,,,,(79.5863208),
Stage,GOPENS,GSCS,GSTS,GNT3S,GOBCS,LOPENS,LSTS,,TFWS,ORPHAN,EWS
I,6729,15657,34266,16999,6987,4564,54440,8433,,,10039
"",(97.3887196),(93.8067312),(85.9219677),(93.2108027),(97.3291438),(98.2315536),(76.7173434),(96.7339025),,,(96.0680883)
VII,,,,,,,,,,7092,
"",,,,,,,,,,(97.2654813),
Stage,GOPENS,GSCS,GSTS,GVJS,GNT2S,GNT3S,GOBCS,LOPENS,LSCS,TFWS,DEFROBCS,ORPHAN,EWS
I,10554,18304,44560,20344,11000,24223,11739,7642,20360,11559,26155,,12547
"",(95.8828395),(92.6711629),(81.1192722),(91.7514817),(95.6910814),(90.1789743),(95.3975994),(97.0482604),(91.7514817),(95.4923430),(89.3951296),,(95.0827713)
VII,,,,,,,,,,,,11206,
"",,,,,,,,,,,,(95.6542890),
Stage,GOPENS,GSCS,GSTS,GVJS,GNT2S,GOBCS,LOPENS,LSCS,LSTS,LNT3S,PWDOPENS,DEFOPENS,TFWS,ORPHAN,EWS
I,28186,46913,93403,48417,44580,35670,25067,35282,82552,85978,87477,131259,18889,,40631
"",(88.4658665),(80.0408747),(53.6496624),(79.5208170),(81.1192722),(85.1907088),(89.8061335),(85.3534944),(60.9799222),(58.7124464),(58.0840122),(18.2192293),(92.4568642),,(83.1704016)
I-Non,,,,,,,,,,,27763,,,,
PWD,,,,,,,,,,,(88.6695314),,,,
VII,,,,,,,,,,,,,,32215,
"",,,,,,,,,,,,,,(86.8382436),
"",GOPENS,GSCS,GVJS,GNT3S,GOBCS,LSTS,TFWS,"PWDROBCS",ORPHAN,EWS
I,"14528(94.2498036)","27293(88.8028432)","30973(87.2266503)","31133(87.2113119)","15122(94.0316823)","116855(34.1365462)","16371(93.4958740)","55078(76.2843676)",,"16345(93.4958740)"
VII,,,,,,,,,"15356(93.9373698)",
"",GOPENS,GSCS,GSTS,GVJS,GOBCS,LOPENS,LNT1S,PWDOPENS,DEFOPENS,TFWS,EWS
I,"52345(77.7994669)","79348(62.7898492)",,,"62352(72.6119403)","50051(78.5775598)","85417(58.7429854)",,,"46217(80.6210251)","66106(70.6180504)"
"I-NonDefence",,,,,,,,,"64644(71.3590844)",,
"I-NonPWD",,,,,,,,"64271(71.4000828)",,,
"",,,,,,,,,,,
VII,,,"64209(71.4000828)","62944(71.9809302)",,,,,,,
"",GOPENS,GSCS,GSTS,GNT1S,GNT2S,GNT3S,GOBCS,LOPENS,LSCS,LVJS,LNT2S,LOBCS,PWDOPENS,DEFOPENS,TFWS,ORPHAN,EWS
I,"40569(83.2373857)","61636(73.1851907)","102337(46.4534231)","45732(80.8641005)","55195(76.2843676)","53772(76.8390440)","45302(81.0090469)","56026(75.8673530)","80444(62.3996115)","141330(3.7523084)","90999(55.2985075)","56729(75.1725431)",,"129672(20.3198986)","30957(87.2266503)",,"46753(80.0793682)"
"I-NonPWD",,,,,,,,,,,,,"45215(81.0090469)",,,,
"",,,,,,,,,,,,,,,,,
VII,,,,,,,,,,,,,,,,"45314(80.9858625)",
Stage,GOPENH,GSCH,GSTH,GOBCH,LOPENH,PWDOPENH
I,73995,109829,,107595,39830,
"",(66.3914919),(40.6521983),,(42.5955447),(83.3890161),
I-Non,,,,,,75293
PWD,,,,,,(65.3263316)
VII,,,88654,,,
"",,,(56.7405028),,,
Stage,GSCO,GNT3O
I,100653,128042
"",(48.0589023),(22.0314735)
Stage,DEFOPENS,TFWS,EWS
I,,68388,106376
"",,(69.3042857),(43.5071268)
I-Non,59970,,
Defence,(73.4246062),,
"",LOPENH
I,"62430(72.3940120)"
"",LSCH,LSTH,LVJH,PWDOPENH
I,"134533(13.8442673)",,,
II,,,"131416(18.2192293)",
"I-NonPWD",,,,"90400(55.7163295)"
VII,,"122456(28.3793174)",,
"",GOBCO
I,"99606(49.2213366)"
"",DEFOPENS
"I-NonDefence","129360(20.9244385)"
"",GOPENO
I,"108240(42.4233825)"
"",GOPENH,LOPENH
I,"129584(20.3198986)","74432(65.9622938)"
"",GSCH,GOBCH,LNT2H,PWDOPENH
I,"60541(73.3779089)","111853(38.9925740)",,
II,,,"122983(27.6545345)",
"I-NonPWD",,,,"110636(39.9066862)"
"",GOPENO
I,"42149(82.2515860)"
"",DEFOPENS
"I-NonDefence","67806(69.6572694)"
Stage,GOPENH,GSCH,GSTH,GNT2H,GOBCH,LOPENH,LSCH,LSTH,LOBCH,PWDOPENH
I,76027,111339,142185,109460,98682,60565,85834,,97834,
"",(65.0367935),(39.4392454),(2.1291696),(41.0926455),(49.6143282),(73.3779089),(58.7124464),,(50.2663166),
I-Non,,,,,,,,,,75603
PWD,,,,,,,,,,(65.1075350)
VII,,,,,,,,81791,,
"",,,,,,,,(61.4328470),,
Stage,GOPENO,GSCO,GNT2O,GOBCO,LOPENO,LSTO,LOBCO
I,84150,104136,106214,107314,91522,131804,117771
"",(59.9156802),(45.8483896),(43.5071268),(42.9215913),(55.2709127),(17.7025465),(33.2472877)
Stage,DEFOPENS,TFWS,ORPHAN,EWS
I,,51863,,99118
"",,(78.0359147),,(49.4761567)
I-Non,81362,,,
Defence,(61.4332053),,,
VII,,,86565,
"",,,(58.1382561),
Stage,GOPENH,GSCH,GNT1H,GOBCH,LOPENH,LSCH,LNT3H,LOBCH,PWDOPENH,PWDROBC
"",,,,,,,,,,H
I,33038,37501,55710,33199,25903,37000,105208,31293,108457,139483
"",(86.3437564),(84.4304792),(75.8958975),(86.2561357),(89.4065093),(84.5084815),(44.4766130),(87.0718315),(42.4233825),(6.5686569)
Stage,GOPENO,GSTO,GVJO,GOBCO,LSCO,LNT2O,LOBCO
I,23277,75879,46796,24708,28016,39771,20144
"",(90.5702023),(65.0367935),(80.0793682),(89.9663300),(88.5960295),(83.3890161),(91.8049290)
Stage,DEFOPENS,TFWS,DEFROBCS,ORPHAN,EWS
I,92453,22451,125905,,27109
"",(54.0043616),(90.9043132),(24.5412844),,(88.9154021)
VII,,,,24822,
"",,,,(89.9662416),
Stage,GOPENH,GSCH,GSTH,GNT2H,GOBCH,LOPENH,LSCH,LNT2H,LOBCH,PWDOPENH
I,66372,86899,104307,94518,72431,62837,78665,78055,64884,
"",(70.5106049),(58.1195238),(45.8483896),(52.7422372),(66.9527897),(72.3082536),(63.6508999),(63.6910141),(71.2687819),
I-Non,,,,,,,,,,69531
PWD,,,,,,,,,,(68.9337823)
Stage,GOPENO,GSCO,GOBCO,LSCO,LNT3O
I,64804,77398,68470,70416,
"",(71.2687819),(64.0952985),(69.3042857),(68.3823818),
VII,,,,,70245
"",,,,,(68.4014140)
Stage,DEFOPENS,TFWS,ORPHAN,EWS
I,,48462,,83768
"",,(79.5208170),,(59.9249812)
I-Non,68896,,,
Defence,(69.0354573),,,
VII,,,67791,
"",,,(69.6572694),
Stage,GOPENH,GSCH,GSTH,GNT2H,GNT3H,GOBCH,LOPENH,LSCH,LVJH,PWDOPENH
I,55127,64671,124095,66704,85464,57938,49831,61449,97596,
"",(76.2843676),(71.3590844),(26.7750310),(70.2813361),(58.7429854),(75.0737739),(78.5775598),(73.1851907),(50.2663166),
I-Non,,,,,,,,,,52683
PWD,,,,,,,,,,(77.4193548)
Stage,GOPENO,GOBCO,LOPENO,LSCO,LNT1O,LOBCO
I,46465,49668,48305,85295,131961,49252
"",(80.2375547),(78.7120349),(79.5863208),(58.8704519),(17.5985227),(79.2648162)
Stage,DEFOPENS,TFWS,ORPHAN,EWS
I,98187,35890,,52764
"",(49.6513702),(85.1782223),,(77.4193548)
I-Non,46194,,,
Defence,(80.6210251),,,
VII,,,48738,
"",,,(79.4628516),
Stage,GOPENH,GSCH,GVJH,GOBCH,LOPENH,LSCH,LOBCH,PWDOPENH
I,87547,98768,102116,91392,87771,125633,93890,
