Stage,GOPENS,GOBCS,LOPENS,LSTS,TFWS,DEFROBCS,ORPHAN
I,41293,42935,20303,,44323,129672,
"",(82.5401330),(82.1650299),(91.7656790),,(81.2344165),(20.3198986),
II,,,,66083,,,
"",,,,(70.6180504),,,
VII,,,,,,,45169
"",,,,,,,(81.0090469)
Stage,GOPENS,GVJS,EWS
I,5640,23177,10798
"",(97.8185350),(90.6234798),(95.7719768)
Stage,GOPENS,GSCS,GNT3S
I,7015,17291,25898
"",(97.2746725),(93.1024197),(89.4065093)
Stage,GSCS,LOPENS,LSTS,LNT3S,PWDOPENS,TFWS,EWS
I,43807,23573,139232,110694,,27067,39749
"",(81.4853713),(90.4938272),(7.5516424),(39.9066862),,(88.9154021),(83.3890161)
I-Non,,,,,16325,,
PWD,,,,,(93.5213570),,
Stage,GOPENS,GSCS,GSTS,LOPENS,LSCS,TFWS
I,13135,27738,87083,8514,34655,18211
"",(94.8416105),(88.6736154),(58.1195238),(96.6904656),(85.6187666),(92.6748971)
Stage,GOPENS,GSCS,GNT2S,GOBCS,LOPENS,LNT1S,TFWS
I,44818,80268,108041,47316,39830,75730,73462
"",(81.0352521),(62.3996115),(42.5530244),(79.8081214),(83.3890161),(65.1075350),(66.4309764)
Stage,GOPENS,GSCS,GSTS,LOPENS,DEFOPENS,TFWS,ORPHAN,EWS
I,28185,35874,,55053,,40144,,44372
"",(88.4658665),(85.1782223),,(76.2843676),,(83.3483950),,(81.2344165)
I-Non,,,,,36389,,,
Defence,,,,,(84.9532361),,,
VII,,,37389,,,,39568,
"",,,(84.4494892),,,,(83.4053417),
Stage,GOPENH,GSTH,GVJH,GOBCH,LOPENH,PWDOPENH
I,88784,,,121366,40550,
"",(56.7366842),,,(29.4111028),(83.2373857),
I-Non,,,,,,88083
PWD,,,,,,(56.9822530)
VII,,133050,124705,,,
"",,(15.9315290),(26.0127532),,,
"",PWDOPENH
"I-NonPWD","103631(45.9664342)"
"",LSTH
VII,"97678(50.2663166)"
"",GOBCO
I,"90400(55.7163295)"
"",DEFOPENS
"I-NonDefence","76645(64.4512569)"
"",GOPENH
I,"137595(9.4916141)"
"",LOPENH,PWDOPENH
I,"110636(39.9066862)",
"I-NonPWD",,"123856(26.9098391)"
"",DEFOPENS
"I-NonDefence","119925(30.9520229)"
Stage,GOPENH,GSCH,GSTH,GNT3H,GOBCH,LOPENH,PWDOPENH
I,88886,92238,,,94031,78603,
"",(56.7366842),(54.6296296),,,(52.7523799),(63.6508999),
I-Non,,,,,,,91062
PWD,,,,,,,(55.2985075)
VII,,,101287,99715,,,
"",,,(47.3870980),(49.2213366),,,
Stage,GOPENO,GSCO,GNT2O,GOBCO,LOPENO,LSTO,LOBCO
I,77325,105883,120237,108469,53834,,123232
"",(64.0952985),(43.6615489),(30.5964599),(42.4233825),(76.8390440),,(27.3241113)
VII,,,,,,98770,
"",,,,,,(49.5548073),
Stage,DEFOPENS,TFWS,ORPHAN,EWS
I,,64080,,60975
"",,(71.6354089),,(73.2701208)
I-Non,93184,,,
Defence,(53.6496624),,,
VII,,,102047,
"",,,(46.8567142),
Stage,GOPENH,GOBCH,LOPENH
I,26235,27937,25903
"",(89.3527871),(88.6173431),(89.4065093)
Stage,GOPENO,GOBCO,LOPENO,LSCO,LNT2O,LOBCO
I,31061,31288,20144,50916,39771,30196
"",(87.2266503),(87.0718315),(91.8049290),(78.3308876),(83.3890161),(87.6216398)
Stage,DEFOPENS,ORPHAN,EWS
I,43643,,29378
"",(81.5104589),,(88.0695638)
VII,,31428,
"",,(87.0556299),
Stage,GOPENH,GSCH,GVJH,GOBCH,LOPENH,LOBCH,PWDOPENH
I,60840,84113,80619,82073,65328,77147,
"",(73.2701208),(59.9156802),(61.6881259),(61.2935921),(71.1698646),(64.2666767),
I-Non,,,,,,,73617
PWD,,,,,,,(66.4309764)
Stage,GOPENO,GSCO,GOBCO,LSCO,LNT3O
I,68470,75620,71404,72626,85978
"",(69.3042857),(65.1075350),(67.5703113),(66.9527897),(58.7124464)
Stage,DEFOPENS,ORPHAN,EWS
I,,,97980
"",,,(49.6513702)
I-Non,66700,,
Defence,(70.2813361),,
VII,,73069,
"",,(66.6716379),
Stage,GOPENH,GSCH,GOBCH,LOPENH
I,53521,54106,59412,48581
"",(76.8406961),(76.7693871),(74.0797795),(79.5208170)
Stage,GOPENO,GSCO,GOBCO,LOPENO,LNT1O,LOBCO
I,42593,52392,52983,39645,79530,42754
"",(82.2034564),(77.7994669),(77.0079706),(83.4053417),(62.7344336),(82.2034564)
Stage,TFWS,EWS
I,42475,47741
"",(82.2266135),(79.7807688)
Stage,GOPENH,GSCH,GNT3H,GOBCH,LOPENH,LOBCH
I,90350,103032,96668,102156,75244,96332
"",(55.7163295),(46.1690466),(51.0567213),(46.8567142),(65.3263316),(51.4762755)
Stage,GOPENO,GSCO,GOBCO,LOPENO,LOBCO
I,76291,114392,98757,100650,117771
"",(64.4805659),(36.3578395),(49.5548073),(48.0589023),(33.2472877)
Stage,DEFOPENS,ORPHAN,EWS
I,,,124914
"",,,(25.5459544)
I-Non,95086,,
Defence,(52.5521047),,
VII,,104299,
"",,(45.8483896),
"",GOPENH,LOPENH
I,"17965(92.8372688)","15532(93.8260094)"
"",GOPENO
I,"15636(93.8067312)"
"",GOPENH,LOPENH
I,"20306(91.7656790)","21252(91.3483231)"
"",GOBCO
I,"17148(93.1305459)"
"",GOBCO
I,"64294(71.4000828)"
"",DEFOPENS
"I-NonDefence","37425(84.4304792)"
"",GOPENH,LSCH,PWDOPENH
I,"29449(88.0318823)","39260(83.4300164)",
"I-NonPWD",,,"30498(87.4817577)"
"",LOPENO,LSCO,LOBCO
I,"44394(81.2344165)","72119(67.1534217)","44588(81.1192722)"
"",EWS
I,"43207(81.8555930)"
Stage,GOPENH,GOBCH
I,52087,52958
"",(77.9969992),(77.0079706)
Stage,TFWS,EWS
I,39633,94565
"",(83.4053417),(52.7422372)
Stage,GOPENS,GSCS,GSTS,GNT3S,GOBCS,LOPENS,LNT2S,LOBCS,PWDOPENS,DEFOPENS,EWS
I,65116,73699,,,79250,73457,90720,78991,,,121257
"",(71.2687819),(66.4309764),,,(62.7898492),(66.4309764),(55.4490884),(63.3857031),,,(29.4111028)
I-Non,,,,,,,,,,87660,
Defence,,,,,,,,,,(57.7272051),
I-Non,,,,,,,,,67159,,
PWD,,,,,,,,,(69.6924231),,
VII,,,86830,86935,,,,,,,
"",,,(58.1382561),(58.1195238),,,,,,,
