Stage,GOPENS,GSCS,GVJS,GOBCS,GSEBCS,LOPENS,LVJS,LOBCS,LSEBCS,PWDOPENS,PWDOBCS,TFWS,DEFROBCS,ORPHAN,EWS
I,39713,41066,49772,44576,70376,34638,52805,36248,90850,,,43095,73224,,38374
"",(88.2484746),(87.9159305),(85.1139120),(86.6827486),(78.4342571),(89.8391608),(84.1131441),(89.2945239),(71.1730870),,,(87.2335313),(77.1631566),,(88.6801020)
I-Non,,,,,,,,,,40339,44243,,,,
PWD,,,,,,,,,,(88.0599617),(86.7202099),,,,
VII,,,,,,,,,,,,,,41077,
"",,,,,,,,,,,,,,(87.9159305),
Stage,GOPENS,GSCS,GVJS,GNT1S,GOBCS,GSEBCS,LOPENS,LSCS,,TFWS,EWS
I,9629,22376,14098,19945,9801,17628,9339,25702,3578,,14920
"",(97.2320377),(93.5154990),(95.9705160),(94.2525900),(97.1954276),(94.9067632),(97.3358402),(92.5218400),(98.9287476),,(95.7237762)
Stage,GOPENS,GSCS,GVJS,GOBCS,GSEBCS,LOPENS,LSCS,LSTS,LSEBCS,TFWS,EWS
I,12810,29209,27356,14231,21655,11984,30518,105922,21498,13438,23904
"",(96.3339223),(91.4198717),(92.0354593),(95.9261851),(93.7361801),(96.5695839),(91.0510720),(65.3084343),(93.7635248),(96.1656046),(93.0332708)
Stage,GOPENS,GSCS,GNT1S,GSEBCS,LOPENS,LSCS,LOBCS,LSEBCS,DEFOPENS,TFWS,ORPHAN,EWS
I,26670,34319,45017,56125,16655,35160,23981,51270,51417,18988,,72626
"",(92.2398466),(89.9712654),(86.6718198),(83.0707711),(95.2281725),(89.6700597),(92.9975430),(84.6429815),(84.6215640),(94.5106235),,(77.5384615)
VII,,,,,,,,,,,26745,
"",,,,,,,,,,,(92.2299976),
"",GOPENS,GSCS,GOBCS,GSEBCS,LOPENS,LSEBCS,PWDOPENS,PWDOBCS,DEFOPENS,EWS
I,"16908(95.1229826)","28240(91.7377622)","17223(95.0406335)","32209(90.5881920)","14516(95.8307210)","30249(91.0751777)","155129(39.9024730)","188072(16.4425946)","40811(87.9272878)","35349(89.6391842)"
"",GOPENS,GNT2S,GOBCS,LOPENS,LSCS,LOBCS,PWDOPENS,DEFOPENS,TFWS,EWS
I,"38709(88.5573886)","74032(77.0149774)","49554(85.1919561)","34766(89.8231024)","52606(84.1437716)","51158(84.6429815)",,,"50473(84.8811189)","71160(78.2722320)"
"I-NonDefence",,,,,,,,"51162(84.6429815)",,
"I-NonPWD",,,,,,,"39729(88.2484746)",,,
"",,,,,,,,,,
"",GOPENS,GSCS,GSTS,GNT2S,GNT3S,GOBCS,GSEBCS,LOPENS,LOBCS,LSEBCS,PWDOPENS,PWDOBCS,DEFOPENS,TFWS,ORPHAN,EWS
I,"38117(88.7615737)","55540(83.2103258)","80140(75.1716925)","39486(88.3176594)","46835(85.9646097)","40817(87.9272878)","44393(86.7181467)","51322(84.6215640)","60387(81.7705077)","71408(78.2396759)",,,"113654(61.6834321)","34696(89.8231024)",,"44085(86.9194446)"
"I-NonPWD",,,,,,,,,,,"39253(88.4967904)","41102(87.9159305)",,,,
"",,,,,,,,,,,,,,,,
VII,,,,,,,,,,,,,,,"39442(88.3176594)",
Stage,GOPENH,GOBCH,LOBCH
I,33047,35966,47186
"",(91.0095867),(90.1530211),(86.9631547)
Stage,GOPENO,GSCO,GVJO,GSEBCO
I,11236,22003,101403,100151
"",(96.9824985),(94.0713203),(69.4656489),(70.0246042)
Stage,GOPENH,GVJH,GOBCH
I,183458,,194571
"",(20.2849168),,(10.4252003)
VII,,196887,
"",,(7.9877752),
Stage,GSCH,GSEBCH,LNT2H
I,189373,132520,
"",(15.3499592),(52.8806012),
II,,,168602
"",,,(32.0008834)
Stage,GOPENO,GSTO,GOBCO
I,52170,164078,81826
"",(84.4752545),(35.1590106),(74.0630785)
Stage,GOPENH,GSCH,GOBCH,LOPENH,LOBCH
I,152507,176242,170303,180133,195986
"",(42.2674623),(25.5643537),(29.8059527),(22.8214173),(9.0142807)
Stage,GSTH,GOBCH,GSEBCH,LOPENH
I,,94552,,62209
"",,(69.4936445),,(81.1295102)
VII,96042,,145377,
"",(69.0979021),,(45.9816283),
Stage,TFWS,EWS
I,95702,171790
"",(69.2179237),(28.9849310)
Stage,GOPENH,GSCH,GVJH,GNT2H,GNT3H,GOBCH,GSEBCH,LOPENH,LSCH,LSTH,LNT1H,LOBCH,PWDOPENH,PWDOBCH
I,95118,121092,102631,109606,153932,106594,179008,95635,102736,,177723,99478,,
"",(69.3295893),(58.2180677),(66.3795642),(63.3986014),(40.6822054),(64.7131860),(23.4701479),(69.2179237),(66.2972028),,(24.9543245),(67.8236662),,
II,,,,,,,,,,198730,,,,
"",,,,,,,,,,(6.2359571),,,,
I-Non,,,,,,,,,,,,,93376,101661
PWD,,,,,,,,,,,,,(70.2033567),(66.4263323)
Stage,GOPENO,GSCO,GNT2O,GOBCO,GSEBCO,LOPENO,LSTO
I,82400,100146,87258,86142,138117,84748,136382
"",(74.0094972),(67.2177090),(72.3760958),(72.8948543),(49.7291102),(73.4354379),(50.7016833)
Stage,DEFOPENS,DEFOBCS,TFWS,ORPHAN,EWS
I,,,90172,,112509
"",,,(71.4755245),,(62.1365556)
I-Non,84685,85074,,,
Defence,(73.4722277),(73.2612864),,,
VII,,,,86356,
"",,,,(72.7429418),
Stage,GOPENH,GSCH,GVJH,GNT1H,GNT2H,GOBCH,GSEBCH,LOPENH,LSCH,LOBCH,LSEBCH,PWDOPENH
I,51154,81323,57595,91387,54320,54719,71523,49675,81866,55458,91882,
"",(84.6429815),(74.6802716),(82.5532062),(70.7504568),(83.7239356),(83.4924535),(78.2396759),(85.1139120),(74.0630785),(83.3397246),(70.6189283),
I-Non,,,,,,,,,,,,55537
PWD,,,,,,,,,,,,(83.2103258)
Stage,GOPENO,GSCO,GSTO,GOBCO,GSEBCO,LOPENO,LSCO,LVJO,LOBCO,LSEBCO
I,35000,42363,93041,39669,42666,32521,71977,62468,34416,50811
"",(89.7089209),(87.4115391),(70.2628092),(88.2484746),(87.3196408),(90.4253432),(78.0104170),(81.0403668),(89.8617670),(84.8660601)
Stage,DEFOBCS,TFWS,ORPHAN,EWS
I,,38896,,71874
"",,(88.5372351),,(78.1688442)
I-Non,41973,,,
Defence,(87.5995489),,,
VII,,,35701,
"",,,(89.4914664),
Stage,GOPENH,GSCH,GSTH,GVJH,GOBCH,GSEBCH,LOPENH,LSEBCH,PWDOPENH,PWDOBCH
I,66482,95375,195724,89888,85032,139547,44953,195138,,
"",(79.7185003),(69.3295893),(9.3356129),(71.4842352),(73.4354379),(49.3416227),(86.6751751),(9.8110718),,
I-Non,,,,,,,,,78930,75703
PWD,,,,,,,,,(75.3562654),(76.7694659)
Stage,GOPENO,GSCO,GVJO,GNT2O,GOBCO,GSEBCO,LOPENO,LNT3O,LOBCO
I,58394,96020,84552,82918,65282,104730,52617,128644,81074
"",(82.3736697),(69.0979021),(73.4722277),(73.7482517),(79.9894700),(65.6692751),(84.1437716),(54.5739657),(74.9785452)
Stage,DEFOPENS,DEFOBCS,TFWS,ORPHAN,EWS
I,,,86776,,94102
"",,,(72.6730266),,(69.8498837)
I-Non,61716,60388,,,
Defence,(81.1967017),(81.7705077),,,
VII,,,,62090,
"",,,,(81.1324174),
Stage,GOPENH,GSCH,GNT1H,GNT2H,GNT3H,GOBCH,GSEBCH,LOPENH,LSCH,LSTH,LOBCH,LSEBCH,PWDOPENH,PWDOBCH
I,68796,101606,115243,93654,112406,77711,143795,79416,109600,,80772,104326,,
