Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
142,68305 (38.1695803),0212761210,"02127 - Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
143,44397 (59.8276777),0212737210,"02127 - Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
144,77194 (28.1395457),0212791610,"02127 - Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Automation and Robotics,JEE(Main)-2024,AI to AI,AI
145,38741 (64.3362689),0212724610,"02127 - Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Information Technology,JEE(Main)-2024,AI to AI,AI
146,68074 (38.6254844),0212719110,"02127 - Mahatma Gandhi Missions College of Engineering, Hingoli Rd, Nanded.",Civil Engineering,JEE(Main)-2024,AI to AI,AI
147,57149 (48.7069037),0212991110,"02129 - M.S. Bidve Engineering College, Latur",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering(Artificial,,,
148,60111 (46.1308076),0212937210,"02129 - M.S. Bidve Engineering College, Latur",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
149,46209 (58.2303450),0212924610,"02129 - M.S. Bidve Engineering College, Latur",Information Technology,JEE(Main)-2024,AI to AI,AI
150,33596 (68.6174754),0212924210,"02129 - M.S. Bidve Engineering College, Latur",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
151,89542 (5.6390354),0212919110,"02129 - M.S. Bidve Engineering College, Latur",Civil Engineering,JEE(Main)-2024,AI to AI,AI
152,90054 (3.9809630),0212929310,"02129 - M.S. Bidve Engineering College, Latur",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
153,188194 (3.1263256),0212961210,"02129 - M.S. Bidve Engineering College, Latur",Mechanical Engineering,MHT-CET,AI to AI,AI
154,188589 (2.3547683),0213019110,"02130 - Terna Public Charitable Trust's College of Engineering, Osmanabad",Civil Engineering,MHT-CET,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
155,188926 (1.6171274),0213061210,"02130 - Terna Public Charitable Trust's College of Engineering, Osmanabad",Mechanical Engineering,MHT-CET,AI to AI,AI
156,159706 (40.7306838),0213037210,"02130 - Terna Public Charitable Trust's College of Engineering, Osmanabad",Electronics and,MHT-CET,AI to AI,AI
"",,,,Telecommunication Engg,,,
157,54062 (51.4671199),0213024210,"02130 - Terna Public Charitable Trust's College of Engineering, Osmanabad",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
158,75743 (30.2248659),0213099510,"02130 - Terna Public Charitable Trust's College of Engineering, Osmanabad",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Data Science,,,
159,142139 (56.8466110),0213124210,"02131 - Shree Tuljabhavani College of Engineering, Tuljapur",Computer Science and,MHT-CET,AI to AI,AI
"",,,,Engineering,,,
160,186640 (6.2330849),0213119110,"02131 - Shree Tuljabhavani College of Engineering, Tuljapur",Civil Engineering,MHT-CET,AI to AI,AI
161,186861 (5.8257220),0213137210,"02131 - Shree Tuljabhavani College of Engineering, Tuljapur",Electronics and,MHT-CET,AI to AI,AI
"",,,,Telecommunication Engg,,,
162,186209 (6.8368204),0213319110,"02133 - Mahatma Basaweshwar Education Society's College of Engineering,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Ambejogai,,,,
163,72606 (33.5616760),0213324210,"02133 - Mahatma Basaweshwar Education Society's College of Engineering,",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,Ambejogai,Engineering,,,
164,167023 (32.8923205),0213384410,"02133 - Mahatma Basaweshwar Education Society's College of Engineering,",Electronics and Computer,MHT-CET,AI to AI,AI
"",,,Ambejogai,Engineering,,,
165,187957 (3.6167117),0213329310,"02133 - Mahatma Basaweshwar Education Society's College of Engineering,",Electrical Engineering,MHT-CET,AI to AI,AI
"",,,Ambejogai,,,,
166,189499 (0.1479040),0213461510,"02134 - Peoples Education Society's College of Engineering, Aurangabad",Mechanical & Automation,MHT-CET,AI to AI,AI
"",,,,Engineering,,,
167,40375 (62.8786263),0213424210,"02134 - Peoples Education Society's College of Engineering, Aurangabad",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
168,186793 (6.0443251),0213437810,"02134 - Peoples Education Society's College of Engineering, Aurangabad",Electronics Engineering (,MHT-CET,AI to AI,AI
"",,,,VLSI Design and,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
169,176102 (22.1725851),0213419110,"02134 - Peoples Education Society's College of Engineering, Aurangabad",Civil Engineering,MHT-CET,AI to AI,AI
170,67678 (39.1527671),0213484410,"02134 - Peoples Education Society's College of Engineering, Aurangabad",Electronics and Computer,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
171,55644 (49.9560715),0213491210,"02134 - Peoples Education Society's College of Engineering, Aurangabad",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering(Data Science),,,
172,88989 (7.3036635),0213429310,"02134 - Peoples Education Society's College of Engineering, Aurangabad",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
173,71831 (34.6959400),0213591110,"02135 - Hi-Tech Institute of Technology, Aurangabad",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering(Artificial,,,
174,61538 (44.8443341),0213524210,"02135 - Hi-Tech Institute of Technology, Aurangabad",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
175,161718 (38.8659877),0213561210,"02135 - Hi-Tech Institute of Technology, Aurangabad",Mechanical Engineering,MHT-CET,AI to AI,AI
176,181564 (14.3617021),0213519110,"02135 - Hi-Tech Institute of Technology, Aurangabad",Civil Engineering,MHT-CET,AI to AI,AI
177,181523 (14.7377685),0213661210,"02136 - Aditya Engineering College , Beed",Mechanical Engineering,MHT-CET,AI to AI,AI
178,163826 (36.6283954),0213619110,"02136 - Aditya Engineering College , Beed",Civil Engineering,MHT-CET,AI to AI,AI
179,157326 (43.1231034),0213624610,"02136 - Aditya Engineering College , Beed",Information Technology,MHT-CET,AI to AI,AI
180,187742 (4.0184508),0213629310,"02136 - Aditya Engineering College , Beed",Electrical Engineering,MHT-CET,AI to AI,AI
181,177057 (21.0368242),0213692110,"02136 - Aditya Engineering College , Beed",Artificial Intelligence and,MHT-CET,AI to AI,AI
"",,,,Machine Learning,,,
182,108941 (80.4298831),0213691210,"02136 - Aditya Engineering College , Beed",Computer Science and,MHT-CET,AI to AI,AI
"",,,,Engineering(Data Science),,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
183,88531 (8.6286825),0213637210,"02136 - Aditya Engineering College , Beed",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
184,84415 (17.2078076),0213624210,"02136 - Aditya Engineering College , Beed",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
185,108324 (80.7858869),0213729710,"02137 - Nagnathappa Halge Engineering  College, Parli, Beed",Electrical and Electronics,MHT-CET,AI to AI,AI
"",,,,Engineering,,,
186,180343 (16.2423214),0213724210,"02137 - Nagnathappa Halge Engineering  College, Parli, Beed",Computer Science and,MHT-CET,AI to AI,AI
"",,,,Engineering,,,
187,179453 (17.7766170),0213819110,02138 - Matsyodari Shikshan Sansatha's College of Engineering and,Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Technology, Jalna",,,,
188,179662 (17.3380806),0213861210,02138 - Matsyodari Shikshan Sansatha's College of Engineering and,Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,"Technology, Jalna",,,,
189,164518 (35.5925864),0213829310,02138 - Matsyodari Shikshan Sansatha's College of Engineering and,Electrical Engineering,MHT-CET,AI to AI,AI
"",,,"Technology, Jalna",,,,
190,57356 (48.5852903),0213824210,02138 - Matsyodari Shikshan Sansatha's College of Engineering and,Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,"Technology, Jalna",Engineering,,,
191,181902 (13.9490359),0214619110,02146 - Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering,Civil Engineering,MHT-CET,AI to AI,AI
"",,,"and Technology, Osmanabad",,,,
192,176882 (21.3858708),0214624210,02146 - Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering,Computer Science and,MHT-CET,AI to AI,AI
"",,,"and Technology, Osmanabad",Engineering,,,
193,184807 (9.5359294),0225029310,"02250 - Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Electrical Engineering,MHT-CET,AI to AI,AI
194,184957 (9.2050034),0225019110,"02250 - Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Civil Engineering,MHT-CET,AI to AI,AI
195,188165 (3.1374668),0225061210,"02250 - Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Mechanical Engineering,MHT-CET,AI to AI,AI
196,17710 (82.5855887),0225024210,"02250 - Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
197,17283 (82.9590386),0225037210,"02250 - Aurangabad College of Engineering,  Naygaon Savangi, Aurangabad",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Telecommunication Engg,,,
198,59497 (46.6555544),0225224210,02252 - Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of,Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,"Engineering and Management Studies, Parbhani",Engineering,,,
199,186303 (6.7863525),0225261210,02252 - Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of,Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,"Engineering and Management Studies, Parbhani",,,,
200,179997 (16.7391126),0225219110,02252 - Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of,Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Engineering and Management Studies, Parbhani",,,,
201,148017 (51.2783205),0225229710,02252 - Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of,Electrical and Electronics,MHT-CET,AI to AI,AI
"",,,"Engineering and Management Studies, Parbhani",Engineering,,,
202,64678 (42.0665339),0225424610,"02254 - Vilasrao Deshmukh Foundation Group of Institutions, Latur",Information Technology,JEE(Main)-2024,AI to AI,AI
203,171955 (27.5123271),0225437210,"02254 - Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electronics and,MHT-CET,AI to AI,AI
"",,,,Telecommunication Engg,,,
204,79313 (25.2000150),0225429310,"02254 - Vilasrao Deshmukh Foundation Group of Institutions, Latur",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
205,44476 (59.6793493),0225424510,"02254 - Vilasrao Deshmukh Foundation Group of Institutions, Latur",Computer Engineering,JEE(Main)-2024,AI to AI,AI
206,110766 (79.1318865),0225419110,"02254 - Vilasrao Deshmukh Foundation Group of Institutions, Latur",Civil Engineering,MHT-CET,AI to AI,AI
207,172612 (27.1291039),0228224610,"02282 - Aditya Education Trust's Mitthulalji Sarada Polytechnic, Nalwandi",Information Technology,MHT-CET,AI to AI,AI
"",,,"Road, Beed",,,,
208,179586 (17.7533973),0228224510,"02282 - Aditya Education Trust's Mitthulalji Sarada Polytechnic, Nalwandi",Computer Engineering,MHT-CET,AI to AI,AI
"",,,"Road, Beed",,,,
209,73971 (32.0362067),0228290010,"02282 - Aditya Education Trust's Mitthulalji Sarada Polytechnic, Nalwandi",Electronics and Computer,JEE(Main)-2024,AI to AI,AI
"",,,"Road, Beed",Science,,,
210,188808 (1.8370822),0228219110,"02282 - Aditya Education Trust's Mitthulalji Sarada Polytechnic, Nalwandi",Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Road, Beed",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
211,188264 (3.0431498),0250829310,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Electrical Engineering,MHT-CET,AI to AI,AI
212,37295 (66.9569433),0250850310,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Food Technology,JEE(Main)-2024,AI to AI,AI
213,161922 (38.7773761),0250819110,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Civil Engineering,MHT-CET,AI to AI,AI
214,172377 (27.4048925),0250837210,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Electronics and,MHT-CET,AI to AI,AI
"",,,,Telecommunication Engg,,,
215,186814 (5.9571815),0250861210,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Mechanical Engineering,MHT-CET,AI to AI,AI
216,75852 (29.8076469),0250824510,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Computer Engineering,JEE(Main)-2024,AI to AI,AI
217,37245 (67.0143149),0250850310,02508 - GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Food Technology,NEET-2024,AI to AI,AI
218,182617 (13.0626183),0251629710,02516 - International Centre Of Excellence In Engineering  and Management,Electrical and Electronics,MHT-CET,AI to AI,AI
"",,,(ICEEM),Engineering,,,
219,167003 (32.8923205),0251661210,02516 - International Centre Of Excellence In Engineering  and Management,Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,(ICEEM),,,,
220,66393 (40.0503434),0251624210,02516 - International Centre Of Excellence In Engineering  and Management,Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,(ICEEM),Engineering,,,
221,148874 (50.8618056),0251619110,02516 - International Centre Of Excellence In Engineering  and Management,Civil Engineering,MHT-CET,AI to AI,AI
"",,,(ICEEM),,,,
222,67250 (39.4612222),0251692110,02516 - International Centre Of Excellence In Engineering  and Management,Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,(ICEEM),Machine Learning,,,
223,180647 (15.9989858),0252299510,"02522 - STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Artificial Intelligence and,MHT-CET,AI to AI,AI
"",,,,Data Science,,,
224,189205 (0.9572868),0252237210,"02522 - STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Electronics and,MHT-CET,AI to AI,AI
"",,,,Telecommunication Engg,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
225,65937 (40.8058819),0252224510,"02522 - STMEI's Sandipani Technical Campus-Faculty of Engineering, Latur.",Computer Engineering,JEE(Main)-2024,AI to AI,AI
226,43483 (60.3847628),0253399510,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence and,JEE(Main)-2024,AI to AI,AI
"",,,,Data Science,,,
227,67894 (38.8393771),0253337810,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics Engineering (,JEE(Main)-2024,AI to AI,AI
"",,,,VLSI Design and,,,
228,71128 (35.2437565),0253319110,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Civil Engineering,JEE(Main)-2024,AI to AI,AI
229,53281 (52.1076408),0253384410,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
230,62935 (43.5542521),0253329310,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,JEE(Main)-2024,AI to AI,AI
231,31631 (70.4405987),0253324210,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
232,59373 (46.6975840),0253392810,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and,JEE(Main)-2024,AI to AI,AI
"",,,,Communication(Advanced,,,
233,77486 (27.9307838),0253361210,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,JEE(Main)-2024,AI to AI,AI
234,181866 (13.9490359),0263724510,"02637 - Jijau Institute of Engineering Technology and Management,",Computer Engineering,MHT-CET,AI to AI,AI
"",,,"Khandgaon (Bendri), Taluka Naigaon, District Nanded",,,,
235,189233 (0.8519303),0263724610,"02637 - Jijau Institute of Engineering Technology and Management,",Information Technology,MHT-CET,AI to AI,AI
"",,,"Khandgaon (Bendri), Taluka Naigaon, District Nanded",,,,
236,74949 (30.8156734),0263799710,"02637 - Jijau Institute of Engineering Technology and Management,",Artificial Intelligence,JEE(Main)-2024,AI to AI,AI
"",,,"Khandgaon (Bendri), Taluka Naigaon, District Nanded",,,,
237,54295 (51.2103001),0264199710,02641 - Dr. V.K. Patil College of Engineering & Technology,Artificial Intelligence,JEE(Main)-2024,AI to AI,AI
238,57150 (48.7069037),0264124210,02641 - Dr. V.K. Patil College of Engineering & Technology,Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
239,179251 (18.1477824),0266624210,02666 - Mangaldeep College of Engineering,Computer Science and,MHT-CET,AI to AI,AI
"",,,,Engineering,,,
240,187453 (4.7766958),0266692110,02666 - Mangaldeep College of Engineering,Artificial Intelligence and,MHT-CET,AI to AI,AI
"",,,,Machine Learning,,,
241,54831 (50.8381311),0266656610,02666 - Mangaldeep College of Engineering,Computer Science,JEE(Main)-2024,AI to AI,AI
242,71914 (34.5898521),0266624610,02666 - Mangaldeep College of Engineering,Information Technology,JEE(Main)-2024,AI to AI,AI
243,12547 (87.2512345),0302524270U,03025 - Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering,,,
244,17076 (83.0877922),0302524670U,03025 - Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,Information Technology,JEE(Main)-2024,AI to AI,AI
245,9850 (89.7090111),0302524570U,03025 - Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,Computer Engineering,JEE(Main)-2024,AI to AI,AI
246,17640 (82.6084538),0302591170U,03025 - Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,Computer Science and,JEE(Main)-2024,AI to AI,AI
"",,,,Engineering(Artificial,,,
247,1233 (98.0422552),0303651310,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals,NEET-2024,AI to AI,AI
"",,,,Chemistry and Technology,,,
248,4149 (95.0335946),0303651110,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,JEE(Main)-2024,AI to AI,AI
249,3772 (95.3846296),0303651210,"03036 - Institute of Chemical Technology, Matunga, Mumbai","Oil,Oleochemicals and",JEE(Main)-2024,AI to AI,AI
"",,,,Surfactants Technology,,,
250,1571 (97.6643351),0303653410,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Food Engineering and,NEET-2024,AI to AI,AI
