Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
290,64517 (42.2324016),0319350710,"03193 - Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Chemical Engineering,JEE,AI to AI,AI
291,64025 (42.5307753),0319361210,"03193 - Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Mechanical Engineering,JEE,AI to AI,AI
292,26369 (74.7405584),0319392110,"03193 - Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Machine Learning,,,
293,17462 (82.7686005),0319424510,"03194 - Vidyavardhini's College of Engineering and Technology, Vasai",Computer Engineering,JEE,AI to AI,AI
294,10332 (89.2609183),0319424610,"03194 - Vidyavardhini's College of Engineering and Technology, Vasai",Information Technology,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
295,22821 (77.9357969),0319437210,"03194 - Vidyavardhini's College of Engineering and Technology, Vasai",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
296,44109 (60.0334464),0319461210,"03194 - Vidyavardhini's College of Engineering and Technology, Vasai",Mechanical Engineering,JEE,AI to AI,AI
297,21029 (79.6181326),0319491210,"03194 - Vidyavardhini's College of Engineering and Technology, Vasai",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Data Science),,,
298,19620 (80.8703375),0319499510,"03194 - Vidyavardhini's College of Engineering and Technology, Vasai",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
299,15861 (84.2555539),0319624510,"03196 - Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Computer Engineering,JEE,AI to AI,AI
300,32363 (69.7145887),0319629310,"03196 - Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Electrical Engineering,JEE,AI to AI,AI
301,29351 (72.2841344),0319637210,"03196 - Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
302,11047 (88.6859453),0319691110,"03196 - Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Artificial,,,
303,19639 (80.8283156),0319691210,"03196 - Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Data Science),,,
304,25468 (75.5306604),0319692010,"03196 - Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering (Internet of,,,
305,5959 (93.3705270),0319724510,"03197 - Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi",Computer Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
306,6816 (92.5689123),0319724610,"03197 - Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi",Information Technology,JEE,AI to AI,AI
"",,,Mumbai,,,,
307,15686 (84.4275290),0319729310,"03197 - Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi",Electrical Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
308,9436 (90.1182045),0319737210,"03197 - Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi",Electronics and,JEE,AI to AI,AI
"",,,Mumbai,Telecommunication Engg,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
309,48222 (56.4752823),0319824210,"03198 - Konkan Gyanpeeth College of Engineering, Karjat",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
310,42956 (60.9834559),0319824510,"03198 - Konkan Gyanpeeth College of Engineering, Karjat",Computer Engineering,JEE,AI to AI,AI
311,43145 (60.8307163),0319824610,"03198 - Konkan Gyanpeeth College of Engineering, Karjat",Information Technology,JEE,AI to AI,AI
312,56850 (49.2343759),0319899510,"03198 - Konkan Gyanpeeth College of Engineering, Karjat",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
313,1357 (97.8343236),0319924510,03199 - Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of,Computer Engineering,JEE,AI to AI,AI
"",,,"Engineering, Vile Parle,Mumbai",,,,
314,1849 (97.3251620),0319924610,03199 - Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of,Information Technology,JEE,AI to AI,AI
"",,,"Engineering, Vile Parle,Mumbai",,,,
315,1905 (97.2664115),0319926310,03199 - Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of,Artificial Intelligence (AI),JEE,AI to AI,AI
"",,,"Engineering, Vile Parle,Mumbai",and Data Science,,,
316,2843 (96.2932401),0319937210,03199 - Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of,Electronics and,JEE,AI to AI,AI
"",,,"Engineering, Vile Parle,Mumbai",Telecommunication Engg,,,
317,4340 (94.8542767),0319961210,03199 - Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Engineering, Vile Parle,Mumbai",,,,
318,2061 (97.0962925),0319991210,03199 - Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of,Computer Science and,JEE,AI to AI,AI
"",,,"Engineering, Vile Parle,Mumbai",Engineering(Data Science),,,
319,2347 (96.7784981),0319992010,03199 - Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of,Computer Science and,JEE,AI to AI,AI
"",,,"Engineering, Vile Parle,Mumbai",Engineering (Internet of,,,
320,2260 (96.8646431),0319992110,03199 - Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of,Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Engineering, Vile Parle,Mumbai",Machine Learning,,,
321,22257 (78.3889620),0320091010,03200 - Hope Foundation and research center's  Finolex Academy of,Computer Science and,JEE,AI to AI,AI
"",,,"Management and Technology, Ratnagiri",Engineering(Cyber,,,
322,12975 (86.8609531),0320124510,"03201 - Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Computer Engineering,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
323,17745 (82.5427557),0320190010,"03201 - Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Science,,,
324,14042 (85.9209011),0320199510,"03201 - Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
325,87880 (10.4224473),0320224510,03202 - Rajendra Mane College of Engineering & Technology  Ambav Deorukh,Computer Engineering,JEE,AI to AI,AI
326,67661 (39.1527671),0320290010,03202 - Rajendra Mane College of Engineering & Technology  Ambav Deorukh,Electronics and Computer,JEE,AI to AI,AI
"",,,,Science,,,
327,11912 (87.8105616),0320324510,"03203 - Atharva College of Engineering,Malad(West),Mumbai",Computer Engineering,JEE,AI to AI,AI
328,16320 (83.7973436),0320324610,"03203 - Atharva College of Engineering,Malad(West),Mumbai",Information Technology,JEE,AI to AI,AI
329,39507 (63.6133463),0320329310,"03203 - Atharva College of Engineering,Malad(West),Mumbai",Electrical Engineering,JEE,AI to AI,AI
330,21785 (78.9149832),0320337210,"03203 - Atharva College of Engineering,Malad(West),Mumbai",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
331,15990 (84.1257194),0320390010,"03203 - Atharva College of Engineering,Malad(West),Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Science,,,
332,32166 (69.7929881),0320429310,"03204 - St. Francis Institute of Technology,Borivali, Mumbai",Electrical Engineering,JEE,AI to AI,AI
333,10421 (89.2273561),0320437210,"03204 - St. Francis Institute of Technology,Borivali, Mumbai",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
334,8748 (90.7308660),0320490010,"03204 - St. Francis Institute of Technology,Borivali, Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Science,,,
335,59441 (46.6555544),0320624510,"03206 - S.S.P.M.'s College of Engineering, Kankavli",Computer Engineering,JEE,AI to AI,AI
336,90546 (2.0549308),0320629310,"03206 - S.S.P.M.'s College of Engineering, Kankavli",Electrical Engineering,JEE,MH to AI,GOBCH
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
337,48497 (56.2358426),0320656610,"03206 - S.S.P.M.'s College of Engineering, Kankavli",Computer Science,JEE,AI to AI,AI
338,171722 (27.6622718),0320690010,"03206 - S.S.P.M.'s College of Engineering, Kankavli",Electronics and Computer,MHT-CET,AI to AI,AI
"",,,,Science,,,
339,59690 (46.5149107),0320691110,"03206 - S.S.P.M.'s College of Engineering, Kankavli",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Artificial,,,
340,11325 (88.4059449),0320724510,"03207 - Mahatma Education Society's Pillai College of Engineering, New Panvel",Computer Engineering,JEE,AI to AI,AI
341,19951 (80.5394011),0320737210,"03207 - Mahatma Education Society's Pillai College of Engineering, New Panvel",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
342,55810 (49.8308643),0320760210,"03207 - Mahatma Education Society's Pillai College of Engineering, New Panvel",Automobile Engineering,JEE,AI to AI,AI
343,34816 (67.5334522),0320761210,"03207 - Mahatma Education Society's Pillai College of Engineering, New Panvel",Mechanical Engineering,JEE,AI to AI,AI
344,15318 (84.6941653),0320837210,"03208 - Don Bosco Institute of Technology, Mumbai",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
345,31013 (70.8363852),0320861210,"03208 - Don Bosco Institute of Technology, Mumbai",Mechanical Engineering,JEE,AI to AI,AI
346,3541 (95.6168493),0320924510,03209 - K J Somaiya Institute of Technology,Computer Engineering,JEE,AI to AI,AI
347,4928 (94.2795819),0320924610,03209 - K J Somaiya Institute of Technology,Information Technology,JEE,AI to AI,AI
348,6347 (92.9903064),0320937210,03209 - K J Somaiya Institute of Technology,Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
349,4684 (94.5168674),0320999510,03209 - K J Somaiya Institute of Technology,Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
350,20382 (80.2340136),0321024510,03210 - Excelsior Education Society's K.C. College of Engineering and,Computer Engineering,JEE,AI to AI,AI
"",,,"Management Studies and Research, Kopri, Thane (E)",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
351,19664 (80.8264647),0321024610,03210 - Excelsior Education Society's K.C. College of Engineering and,Information Technology,JEE,AI to AI,AI
"",,,"Management Studies and Research, Kopri, Thane (E)",,,,
352,35889 (66.6655105),0321037210,03210 - Excelsior Education Society's K.C. College of Engineering and,Electronics and,JEE,AI to AI,AI
"",,,"Management Studies and Research, Kopri, Thane (E)",Telecommunication Engg,,,
353,7179 (92.2320293),0321124510,"03211 - S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Computer Engineering,JEE,AI to AI,AI
354,9154 (90.3955436),0321124610,"03211 - S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Information Technology,JEE,AI to AI,AI
355,15770 (84.3167371),0321137210,"03211 - S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
356,15223 (84.7970367),0321190010,"03211 - S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Science,,,
357,11504 (88.2054957),0321192110,"03211 - S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Machine Learning,,,
358,10504 (89.0826801),0321199510,"03211 - S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
359,122651 (70.8722936),0321219110,"03212 - Watumull Institute of  Engineering & Technology, Ulhasnagar",Civil Engineering,MHT-CET,MH to AI,GOPENH
360,38472 (64.4498458),0321224510,"03212 - Watumull Institute of  Engineering & Technology, Ulhasnagar",Computer Engineering,JEE,AI to AI,AI
361,7918 (91.5215733),0321424510,03214 - Xavier Institute Of Engineering C/O  Xavier Technical,Computer Engineering,JEE,AI to AI,AI
"",,,"Institute,Mahim,Mumbai",,,,
362,9672 (89.9082740),0321424610,03214 - Xavier Institute Of Engineering C/O  Xavier Technical,Information Technology,JEE,AI to AI,AI
"",,,"Institute,Mahim,Mumbai",,,,
363,10512 (89.0826801),0321492010,03214 - Xavier Institute Of Engineering C/O  Xavier Technical,Computer Science and,JEE,AI to AI,AI
"",,,"Institute,Mahim,Mumbai",Engineering (Internet of,,,
364,633 (98.7702090),0321524210,"03215 - Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology ,",Computer Science and,JEE,AI to AI,AI
"",,,"Andheri, Mumbai",Engineering,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
365,933 (98.3501306),0321524510,"03215 - Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology ,",Computer Engineering,JEE,AI to AI,AI
"",,,"Andheri, Mumbai",,,,
366,1572 (97.6020750),0321537210,"03215 - Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology ,",Electronics and,JEE,AI to AI,AI
"",,,"Andheri, Mumbai",Telecommunication Engg,,,
367,50634 (54.4646573),0321624510,"03216 - Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Engineering,JEE,AI to AI,AI
368,88003 (10.2706460),0321637210,"03216 - Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
369,123731 (70.2544031),0321650710,"03216 - Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Chemical Engineering,MHT-CET,AI to AI,AI
370,177306 (20.9410678),0321661210,"03216 - Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mechanical Engineering,MHT-CET,AI to AI,AI
371,66850 (39.8637551),0321691110,"03216 - Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Artificial,,,
372,35337 (67.1114593),0321724510,03217 - Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &,Computer Engineering,JEE,AI to AI,AI
"",,,"Technology, Shahapur, Asangaon, Dist Thane",,,,
373,49841 (55.0951723),0321737210,03217 - Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &,Electronics and,JEE,AI to AI,AI
"",,,"Technology, Shahapur, Asangaon, Dist Thane",Telecommunication Engg,,,
374,70385 (36.1142708),0321761210,03217 - Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &,Mechanical Engineering,JEE,MH to AI,GNT1H
"",,,"Technology, Shahapur, Asangaon, Dist Thane",,,,
375,75233 (30.6675338),0321791610,03217 - Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &,Automation and Robotics,JEE,AI to AI,AI
"",,,"Technology, Shahapur, Asangaon, Dist Thane",,,,
376,84116 (17.7683839),0321791610,03217 - Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &,Automation and Robotics,JEE,MH to AI,GNT3O
"",,,"Technology, Shahapur, Asangaon, Dist Thane",,,,
377,38955 (64.2435857),0321791610,03217 - Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &,Automation and Robotics,JEE,MH to AI,GSCH
"",,,"Technology, Shahapur, Asangaon, Dist Thane",,,,
378,87185 (11.8297923),0321791610,03217 - Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &,Automation and Robotics,JEE,MH to AI,GSCO
"",,,"Technology, Shahapur, Asangaon, Dist Thane",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
379,83675 (18.5486338),0321791610,03217 - Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &,Automation and Robotics,JEE,MH to AI,GSEBCH
"",,,"Technology, Shahapur, Asangaon, Dist Thane",,,,
380,95231 (92.1092219),0321791610,03217 - Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &,Automation and Robotics,MHT-CET,MH to AI,GSTO
"",,,"Technology, Shahapur, Asangaon, Dist Thane",,,,
381,24928 (76.0808449),0321791610,03217 - Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering &,Automation and Robotics,JEE,MH to AI,LVJH
"",,,"Technology, Shahapur, Asangaon, Dist Thane",,,,
382,80034 (24.2340612),0321819110,"03218 - Aldel Education Trust's St. John College of Engineering & Management,",Civil Engineering,JEE,AI to AI,AI
"",,,"Vevoor, Palghar",,,,
383,54470 (51.1269778),0321861210,"03218 - Aldel Education Trust's St. John College of Engineering & Management,",Mechanical Engineering,JEE,AI to AI,AI
"",,,"Vevoor, Palghar",,,,
384,60852 (45.4194405),0321924510,03219 - Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of,Computer Engineering,JEE,AI to AI,AI
"",,,"Engineering and Technology,  Sapgaon, Tal. Shahapur",,,,
385,61947 (44.4375985),0321924610,03219 - Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of,Information Technology,JEE,AI to AI,AI
"",,,"Engineering and Technology,  Sapgaon, Tal. Shahapur",,,,
386,,0321937210,03219 - Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of,Electronics and,MHT-CET,MI to AI,MI
"",,,"Engineering and Technology,  Sapgaon, Tal. Shahapur",Telecommunication Engg,,,
387,73412 (32.8713018),0322024510,03220 - Yadavrao Tasgaonkar College of Engineering & Management,Computer Engineering,JEE,AI to AI,AI
388,72476 (33.5699354),0322024610,03220 - Yadavrao Tasgaonkar College of Engineering & Management,Information Technology,JEE,AI to AI,AI
389,67002 (39.7199436),0322025210,03220 - Yadavrao Tasgaonkar College of Engineering & Management,Cyber Security,JEE,AI to AI,AI
390,50268 (54.8390756),0322037210,03220 - Yadavrao Tasgaonkar College of Engineering & Management,Electronics and,JEE,MH to AI,LSTO
"",,,,Telecommunication Engg,,,
391,67568 (39.1527671),0322092110,03220 - Yadavrao Tasgaonkar College of Engineering & Management,Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Machine Learning,,,
392,25676 (75.3962913),0322124510,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Computer Engineering,JEE,AI to AI,AI
"",,,Virar,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
393,43466 (60.3847628),0322137210,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Electronics and,JEE,AI to AI,AI
"",,,Virar,Telecommunication Engg,,,
394,142070 (56.8466110),0322161210,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,Virar,,,,
395,113195 (77.6411427),0322161210,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Mechanical Engineering,MHT-CET,MH to AI,GOBCH
"",,,Virar,,,,
396,77049 (28.4426659),0322161210,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Mechanical Engineering,JEE,MH to AI,LOBCO
"",,,Virar,,,,
397,153769 (46.3657898),0322161210,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Mechanical Engineering,MHT-CET,MH to AI,LOPENH
"",,,Virar,,,,
398,71161 (35.0085818),0322161210,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Mechanical Engineering,JEE,MH to AI,LSEBCH
"",,,Virar,,,,
399,129825 (65.5509182),0322161210,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Mechanical Engineering,MHT-CET,MH to AI,LSEBCO
"",,,Virar,,,,
400,168097 (31.6884901),0322161210,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Mechanical Engineering,MHT-CET,MH to AI,PHCH
"",,,Virar,,,,
401,34601 (67.8308824),0322191110,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Computer Science and,JEE,AI to AI,AI
"",,,Virar,Engineering(Artificial,,,
402,43119 (60.8307163),0322192610,"03221 - Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology,",Electrical and Computer,JEE,AI to AI,AI
"",,,Virar,Engineering,,,
403,31421 (70.5673759),0322224510,"03222 - Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege",Computer Engineering,JEE,AI to AI,AI
"",,,"Betegaon, Boisar",,,,
404,48668 (56.0687777),0322224610,"03222 - Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege",Information Technology,JEE,AI to AI,AI
"",,,"Betegaon, Boisar",,,,
405,68463 (38.1364456),0322229310,"03222 - Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege",Electrical Engineering,JEE,MI to AI,MI
"",,,"Betegaon, Boisar",,,,
406,174039 (24.7657909),0322261210,"03222 - Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege",Mechanical Engineering,MHT-CET,MH to AI,GOPENH
"",,,"Betegaon, Boisar",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
407,17577 (82.6520308),0322324510,03223 - Mahatma Education Society's Pillai HOC College of Engineering &,Computer Engineering,JEE,AI to AI,AI
"",,,"Technology, Tal. Khalapur. Dist. Raigad",,,,
408,21767 (78.9149832),0322324610,03223 - Mahatma Education Society's Pillai HOC College of Engineering &,Information Technology,JEE,AI to AI,AI
"",,,"Technology, Tal. Khalapur. Dist. Raigad",,,,
409,33134 (69.0384236),0322361210,03223 - Mahatma Education Society's Pillai HOC College of Engineering &,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Technology, Tal. Khalapur. Dist. Raigad",,,,
410,50471 (54.5009878),0322392610,03223 - Mahatma Education Society's Pillai HOC College of Engineering &,Electrical and Computer,JEE,AI to AI,AI
"",,,"Technology, Tal. Khalapur. Dist. Raigad",Engineering,,,
411,45110 (59.1819949),0322424510,"03224 - Leela Education Society, G.V. Acharya Institute of Engineering and",Computer Engineering,JEE,AI to AI,AI
"",,,"Technology, Shelu, Karjat",,,,
412,48269 (56.4384989),0322491110,"03224 - Leela Education Society, G.V. Acharya Institute of Engineering and",Computer Science and,JEE,AI to AI,AI
"",,,"Technology, Shelu, Karjat",Engineering(Artificial,,,
413,161729 (38.8659877),0322492010,"03224 - Leela Education Society, G.V. Acharya Institute of Engineering and",Computer Science and,MHT-CET,AI to AI,AI
"",,,"Technology, Shelu, Karjat",Engineering (Internet of,,,
414,27283 (73.8924406),0325724510,"03257 - Vidya Prasarak Mandal's College of Engineering, Thane",Computer Engineering,JEE,AI to AI,AI
415,32329 (69.7521771),0325724610,"03257 - Vidya Prasarak Mandal's College of Engineering, Thane",Information Technology,JEE,AI to AI,AI
416,51638 (53.4623008),0325729310,"03257 - Vidya Prasarak Mandal's College of Engineering, Thane",Electrical Engineering,JEE,AI to AI,AI
417,16727 (83.4883807),0327724510,03277 - Pravin Rohidas Patil College of Engineering & Technology,Computer Engineering,JEE,AI to AI,AI
418,73067 (33.1628052),0327735610,03277 - Pravin Rohidas Patil College of Engineering & Technology,Electrical Engg[Electronics,JEE,MH to AI,GSEBCH
"",,,,and Power],,,
419,78918 (25.6893382),0327761510,03277 - Pravin Rohidas Patil College of Engineering & Technology,Mechanical & Automation,JEE,AI to AI,AI
"",,,,Engineering,,,
420,29421 (72.1885748),0327793510,03277 - Pravin Rohidas Patil College of Engineering & Technology,Electronics and,JEE,AI to AI,AI
"",,,,Biomedical Engineering,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
421,81638 (21.9356964),0327793510,03277 - Pravin Rohidas Patil College of Engineering & Technology,Electronics and,JEE,MH to AI,GSCH
"",,,,Biomedical Engineering,,,
422,180271 (16.2979967),0327793510,03277 - Pravin Rohidas Patil College of Engineering & Technology,Electronics and,MHT-CET,MH to AI,GSTH
"",,,,Biomedical Engineering,,,
423,189039 (1.3269101),0327793510,03277 - Pravin Rohidas Patil College of Engineering & Technology,Electronics and,MHT-CET,MH to AI,GVJH
"",,,,Biomedical Engineering,,,
424,74317 (31.6871967),0327793510,03277 - Pravin Rohidas Patil College of Engineering & Technology,Electronics and,JEE,MH to AI,LNT2H
"",,,,Biomedical Engineering,,,
425,46669 (57.7613020),0335124510,"03351 - Bharat College of Engineering, Kanhor, Badlapur(W)",Computer Engineering,JEE,AI to AI,AI
426,69663 (36.6705729),0335156810,"03351 - Bharat College of Engineering, Kanhor, Badlapur(W)",Computer Science and,JEE,AI to AI,AI
"",,,,Information Technology,,,
427,50345 (54.6671622),0335191110,"03351 - Bharat College of Engineering, Kanhor, Badlapur(W)",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Artificial,,,
428,81560 (21.9432977),0335191210,"03351 - Bharat College of Engineering, Kanhor, Badlapur(W)",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Data Science),,,
429,44614 (59.6793493),0335324510,"03353 - Dilkap Research Institute Of Engineering and Management Studies,",Computer Engineering,JEE,AI to AI,AI
"",,,"At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",,,,
430,63935 (42.5517120),0335324610,"03353 - Dilkap Research Institute Of Engineering and Management Studies,",Information Technology,JEE,AI to AI,AI
"",,,"At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",,,,
431,136636 (60.5467050),0335392010,"03353 - Dilkap Research Institute Of Engineering and Management Studies,",Computer Science and,MHT-CET,AI to AI,AI
"",,,"At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",Engineering (Internet of,,,
432,45570 (58.6689322),0335392110,"03353 - Dilkap Research Institute Of Engineering and Management Studies,",Artificial Intelligence and,JEE,AI to AI,AI
"",,,"At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",Machine Learning,,,
433,74053 (32.0057037),0342319110,"03423 - Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",Civil Engineering,JEE,MI to AI,MI
434,38630 (64.3372475),0342361210,"03423 - Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",Mechanical Engineering,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
435,25002 (75.9911294),0342390010,"03423 - Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Science,,,
436,61389 (45.1076168),0343624510,"03436 - B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",Computer Engineering,JEE,AI to AI,AI
437,66702 (39.9760656),0343624610,"03436 - B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",Information Technology,JEE,AI to AI,AI
438,101316 (86.1969983),0343690010,"03436 - B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",Electronics and Computer,MHT-CET,AI to AI,AI
"",,,,Science,,,
439,75339 (30.6086486),0343691110,"03436 - B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Artificial,,,
440,169617 (30.4575002),0344024510,"03440 - Metropolitan Institute of Technology & Management, Sukhalwad,",Computer Engineering,MHT-CET,AI to AI,AI
"",,,Sindhudurg.,,,,
