Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"1,112",46600 (59.6827579),0628350310,"06283 - Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Food Technology,NEET-2024,AI to AI,AI
"1,113",37228 (65.6235980),0628392010,"06283 - Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering (Internet of,,,
"1,114",47468 (57.3011125),0628419110,06284 - Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &,Civil Engineering,JEE,AI to AI,AI
"",,,"Technology, Baramati Dist.Pune",,,,
"1,115",16241 (83.9138867),0628424510,06284 - Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &,Computer Engineering,JEE,AI to AI,AI
"",,,"Technology, Baramati Dist.Pune",,,,
"1,116",17976 (82.3320269),0628424610,06284 - Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &,Information Technology,JEE,AI to AI,AI
"",,,"Technology, Baramati Dist.Pune",,,,
"1,117",22615 (78.1648862),0628437210,06284 - Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &,Electronics and,JEE,AI to AI,AI
"",,,"Technology, Baramati Dist.Pune",Telecommunication Engg,,,
"1,118",20372 (80.2340136),0628499510,06284 - Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering &,Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Technology, Baramati Dist.Pune",Data Science,,,
"1,119",7328 (92.1020521),0628524550F,"06285 - Bharati Vidyapeeth's College of Engineering for Women, Katraj,",Computer Engineering,JEE,AI to AI,AI
"",,,"Dhankawadi, Pune",,,,
"1,120",16058 (84.0409163),0628524650F,"06285 - Bharati Vidyapeeth's College of Engineering for Women, Katraj,",Information Technology,JEE,AI to AI,AI
"",,,"Dhankawadi, Pune",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,121",21806 (78.9137141),0628537250F,"06285 - Bharati Vidyapeeth's College of Engineering for Women, Katraj,",Electronics and,JEE,AI to AI,AI
"",,,"Dhankawadi, Pune",Telecommunication Engg,,,
"1,122",69677 (36.6705729),0628819110,"06288 - Bharati Vidyapeeth's College of Engineering, Kolhapur",Civil Engineering,JEE,AI to AI,AI
"1,123",40992 (62.4401366),0628824210,"06288 - Bharati Vidyapeeth's College of Engineering, Kolhapur",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
"1,124",47302 (57.3147779),0628837210,"06288 - Bharati Vidyapeeth's College of Engineering, Kolhapur",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,125",73408 (32.8713018),0628861210,"06288 - Bharati Vidyapeeth's College of Engineering, Kolhapur",Mechanical Engineering,JEE,AI to AI,AI
"1,126",42067 (61.6494691),0628891110,"06288 - Bharati Vidyapeeth's College of Engineering, Kolhapur",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Artificial,,,
"1,127",173248 (25.6482713),0629337210,06293 - Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's,Electronics and,MHT-CET,AI to AI,AI
"",,,"Bramhadevdada Mane Institute of Technology, Solapur",Telecommunication Engg,,,
"1,128",174237 (24.4231968),0629361210,06293 - Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's,Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,"Bramhadevdada Mane Institute of Technology, Solapur",,,,
"1,129",59084 (46.8194101),0629819110,"06298 - Zeal Education Society's Zeal College of Engineering & Reserch, Narhe,",Civil Engineering,JEE,AI to AI,AI
"",,,Pune,,,,
"1,130",39239 (63.8828633),0629821910,"06298 - Zeal Education Society's Zeal College of Engineering & Reserch, Narhe,",Robotics and Automation,JEE,AI to AI,AI
"",,,Pune,,,,
"1,131",21596 (79.0460969),0629824510,"06298 - Zeal Education Society's Zeal College of Engineering & Reserch, Narhe,",Computer Engineering,JEE,AI to AI,AI
"",,,Pune,,,,
"1,132",25112 (75.8317577),0629824610,"06298 - Zeal Education Society's Zeal College of Engineering & Reserch, Narhe,",Information Technology,JEE,AI to AI,AI
"",,,Pune,,,,
"1,133",43028 (60.9699146),0629829310,"06298 - Zeal Education Society's Zeal College of Engineering & Reserch, Narhe,",Electrical Engineering,JEE,AI to AI,AI
"",,,Pune,,,,
"1,134",34169 (68.2213405),0629837210,"06298 - Zeal Education Society's Zeal College of Engineering & Reserch, Narhe,",Electronics and,JEE,AI to AI,AI
"",,,Pune,Telecommunication Engg,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,135",44722 (59.4141074),0629861210,"06298 - Zeal Education Society's Zeal College of Engineering & Reserch, Narhe,",Mechanical Engineering,JEE,AI to AI,AI
"",,,Pune,,,,
"1,136",36233 (66.3978839),0629884410,"06298 - Zeal Education Society's Zeal College of Engineering & Reserch, Narhe,",Electronics and Computer,JEE,AI to AI,AI
"",,,Pune,Engineering,,,
"1,137",31358 (70.5810506),0629892110,"06298 - Zeal Education Society's Zeal College of Engineering & Reserch, Narhe,",Artificial Intelligence and,JEE,AI to AI,AI
"",,,Pune,Machine Learning,,,
"1,138",24034 (76.8948429),0629899510,"06298 - Zeal Education Society's Zeal College of Engineering & Reserch, Narhe,",Artificial Intelligence and,JEE,AI to AI,AI
"",,,Pune,Data Science,,,
"1,139",50046 (55.0466064),0630324210,06303 - Dr. Ashok Gujar Technical Institute's  Dr. Daulatrao Aher College of,Computer Science and,JEE,AI to AI,AI
"",,,"Engineering, Karad",Engineering,,,
"1,140",76811 (28.6332617),0630337210,06303 - Dr. Ashok Gujar Technical Institute's  Dr. Daulatrao Aher College of,Electronics and,JEE,AI to AI,AI
"",,,"Engineering, Karad",Telecommunication Engg,,,
"1,141",9799 (89.7938938),0630424210,06304 - Loknete Hanumantrao Charitable Trust's Adarsh Institute of,Computer Science and,JEE,AI to AI,AI
"",,,"Technology and Research Centre, Vita,Sangli",Engineering,,,
"1,142",134610 (62.7875345),0630492110,06304 - Loknete Hanumantrao Charitable Trust's Adarsh Institute of,Artificial Intelligence and,MHT-CET,AI to AI,AI
"",,,"Technology and Research Centre, Vita,Sangli",Machine Learning,,,
"1,143",26594 (74.5733907),0630724510,"06307 - Dhole Patil Education Society, Dhole Patil College of Engineering,",Computer Engineering,JEE,AI to AI,AI
"",,,"Wagholi, Tal. Haveli",,,,
"1,144",27685 (73.7173337),0630724610,"06307 - Dhole Patil Education Society, Dhole Patil College of Engineering,",Information Technology,JEE,AI to AI,AI
"",,,"Wagholi, Tal. Haveli",,,,
"1,145",36283 (66.3654780),0630737210,"06307 - Dhole Patil Education Society, Dhole Patil College of Engineering,",Electronics and,JEE,AI to AI,AI
"",,,"Wagholi, Tal. Haveli",Telecommunication Engg,,,
"1,146",78059 (26.9932811),0630760210,"06307 - Dhole Patil Education Society, Dhole Patil College of Engineering,",Automobile Engineering,JEE,AI to AI,AI
"",,,"Wagholi, Tal. Haveli",,,,
"1,147",39457 (63.6291843),0630824510,"06308 - Shanti Education Society, A.G. Patil Institute of Technology, Soregaon,",Computer Engineering,JEE,AI to AI,AI
"",,,Solapur(North),,,,
"1,148",60196 (46.0832398),0630837210,"06308 - Shanti Education Society, A.G. Patil Institute of Technology, Soregaon,",Electronics and,JEE,AI to AI,AI
"",,,Solapur(North),Telecommunication Engg,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,149",185433 (8.0594430),0630861210,"06308 - Shanti Education Society, A.G. Patil Institute of Technology, Soregaon,",Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,Solapur(North),,,,
"1,150",17616 (82.6491700),0631024210,"06310 - Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra",Computer Science and,JEE,AI to AI,AI
"",,,"Institute of Engineering &Technology, Talegaon station, Pune",Engineering,,,
"1,151",14698 (85.3175964),0631024510,"06310 - Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra",Computer Engineering,JEE,AI to AI,AI
"",,,"Institute of Engineering &Technology, Talegaon station, Pune",,,,
"1,152",20962 (79.6499068),0631024610,"06310 - Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra",Information Technology,JEE,AI to AI,AI
"",,,"Institute of Engineering &Technology, Talegaon station, Pune",,,,
"1,153",26809 (74.4848650),0631037210,"06310 - Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra",Electronics and,JEE,AI to AI,AI
"",,,"Institute of Engineering &Technology, Talegaon station, Pune",Telecommunication Engg,,,
"1,154",45642 (58.6610048),0631061210,"06310 - Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra",Mechanical Engineering,JEE,AI to AI,AI
"",,,"Institute of Engineering &Technology, Talegaon station, Pune",,,,
"1,155",17153 (83.0135993),0631091310,"06310 - Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra",Computer Science and,JEE,AI to AI,AI
"",,,"Institute of Engineering &Technology, Talegaon station, Pune",Engineering (Artificial,,,
"1,156",13917 (86.0367532),0631099510,"06310 - Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra",Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Institute of Engineering &Technology, Talegaon station, Pune",Data Science,,,
"1,157",18382 (81.9965966),0631124510,"06311 - Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of",Computer Engineering,JEE,AI to AI,AI
"",,,"Technology & Research, Wagholi",,,,
"1,158",22814 (77.9357969),0631124610,"06311 - Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of",Information Technology,JEE,AI to AI,AI
"",,,"Technology & Research, Wagholi",,,,
"1,159",39659 (63.5686685),0631129310,"06311 - Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of",Electrical Engineering,JEE,AI to AI,AI
"",,,"Technology & Research, Wagholi",,,,
"1,160",23877 (77.0186441),0631137210,"06311 - Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of",Electronics and,JEE,AI to AI,AI
"",,,"Technology & Research, Wagholi",Telecommunication Engg,,,
"1,161",46596 (57.8069025),0631161210,"06311 - Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of",Mechanical Engineering,JEE,AI to AI,AI
"",,,"Technology & Research, Wagholi",,,,
"1,162",181542 (14.3617021),0631324510,"06313 - Jaywant College of Engineering & Polytechnic , Kille Macchindragad Tal.",Computer Engineering,MHT-CET,AI to AI,AI
"",,,Walva District- Sangali,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,163",86435 (13.4459661),0631524210,06315 - Sanjeevan Group of Institutions,Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
"1,164",182616 (13.0626183),0631592110,06315 - Sanjeevan Group of Institutions,Artificial Intelligence and,MHT-CET,AI to AI,AI
"",,,,Machine Learning,,,
"1,165",84901 (16.4418277),0631719110,"06317 - Sharad Institute of Technology College of Engineering,",Civil Engineering,JEE,AI to AI,AI
"",,,Yadrav(Ichalkaranji),,,,
"1,166",36539 (66.1439577),0631724210,"06317 - Sharad Institute of Technology College of Engineering,",Computer Science and,JEE,AI to AI,AI
"",,,Yadrav(Ichalkaranji),Engineering,,,
"1,167",67472 (39.3011281),0631729310,"06317 - Sharad Institute of Technology College of Engineering,",Electrical Engineering,JEE,AI to AI,AI
"",,,Yadrav(Ichalkaranji),,,,
"1,168",72286 (34.1374977),0631761210,"06317 - Sharad Institute of Technology College of Engineering,",Mechanical Engineering,JEE,AI to AI,AI
"",,,Yadrav(Ichalkaranji),,,,
"1,169",57399 (48.5377286),0631762410,"06317 - Sharad Institute of Technology College of Engineering,",Mechatronics Engineering,JEE,AI to AI,AI
"",,,Yadrav(Ichalkaranji),,,,
"1,170",55706 (49.9215366),0631784410,"06317 - Sharad Institute of Technology College of Engineering,",Electronics and Computer,JEE,AI to AI,AI
"",,,Yadrav(Ichalkaranji),Engineering,,,
"1,171",71801 (34.6959400),0631791610,"06317 - Sharad Institute of Technology College of Engineering,",Automation and Robotics,JEE,AI to AI,AI
"",,,Yadrav(Ichalkaranji),,,,
"1,172",39728 (63.5337786),0631799510,"06317 - Sharad Institute of Technology College of Engineering,",Artificial Intelligence and,JEE,AI to AI,AI
"",,,Yadrav(Ichalkaranji),Data Science,,,
"1,173",59818 (46.3092860),0631824210,06318 - Abhinav Education Society's College of Engineering and Technology,Computer Science and,JEE,AI to AI,AI
"",,,"(Degree), Wadwadi",Engineering,,,
"1,174",172537 (27.1532908),0631919110,"06319 - Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Vangali, Tal. Indapur",,,,
"1,175",42635 (61.0395438),0631924510,"06319 - Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering,",Computer Engineering,JEE,AI to AI,AI
"",,,"Vangali, Tal. Indapur",,,,
"1,176",47357 (57.3147779),0631924610,"06319 - Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering,",Information Technology,JEE,AI to AI,AI
"",,,"Vangali, Tal. Indapur",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,177",51717 (53.4068257),0631926310,"06319 - Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering,",Artificial Intelligence (AI),JEE,AI to AI,AI
"",,,"Vangali, Tal. Indapur",and Data Science,,,
"1,178",68732 (38.0226644),0631929310,"06319 - Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering,",Electrical Engineering,JEE,AI to AI,AI
"",,,"Vangali, Tal. Indapur",,,,
"1,179",49524 (55.3933038),0631937210,"06319 - Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering,",Electronics and,JEE,AI to AI,AI
"",,,"Vangali, Tal. Indapur",Telecommunication Engg,,,
"1,180",188640 (2.3203529),0632019110,06320 - K.J.'s Educational Institute's K.J.College of Engineering & Management,Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Research, Pisoli",,,,
"1,181",36131 (66.4297542),0632024510,06320 - K.J.'s Educational Institute's K.J.College of Engineering & Management,Computer Engineering,JEE,AI to AI,AI
"",,,"Research, Pisoli",,,,
"1,182",65900 (40.8058819),0632029310,06320 - K.J.'s Educational Institute's K.J.College of Engineering & Management,Electrical Engineering,JEE,AI to AI,AI
"",,,"Research, Pisoli",,,,
"1,183",39283 (63.8467822),0632037210,06320 - K.J.'s Educational Institute's K.J.College of Engineering & Management,Electronics and,JEE,AI to AI,AI
"",,,"Research, Pisoli",Telecommunication Engg,,,
"1,184",56437 (49.3223255),0632037810,06320 - K.J.'s Educational Institute's K.J.College of Engineering & Management,Electronics Engineering (,JEE,AI to AI,AI
"",,,"Research, Pisoli",VLSI Design and,,,
"1,185",74170 (31.7820726),0632061210,06320 - K.J.'s Educational Institute's K.J.College of Engineering & Management,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Research, Pisoli",,,,
"1,186",49871 (55.0951723),0632092810,06320 - K.J.'s Educational Institute's K.J.College of Engineering & Management,Electronics and,JEE,AI to AI,AI
"",,,"Research, Pisoli",Communication(Advanced,,,
"1,187",171072 (28.3301002),0632119110,"06321 - Vidya Vikas Pratishthan Institute of Engineering and Technology,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Solapur,,,,
"1,188",61184 (45.2445766),0632124210,"06321 - Vidya Vikas Pratishthan Institute of Engineering and Technology,",Computer Science and,JEE,AI to AI,AI
"",,,Solapur,Engineering,,,
"1,189",174829 (24.0471793),0632129310,"06321 - Vidya Vikas Pratishthan Institute of Engineering and Technology,",Electrical Engineering,MHT-CET,MH to AI,LOBCO
"",,,Solapur,,,,
"1,190",185455 (8.0594430),0632137210,"06321 - Vidya Vikas Pratishthan Institute of Engineering and Technology,",Electronics and,MHT-CET,AI to AI,AI
"",,,Solapur,Telecommunication Engg,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,191",71084 (35.3451690),0632199510,"06321 - Vidya Vikas Pratishthan Institute of Engineering and Technology,",Artificial Intelligence and,JEE,AI to AI,AI
"",,,Solapur,Data Science,,,
"1,192",53786 (51.7277506),0632224510,06322 - Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra,Computer Engineering,JEE,AI to AI,AI
"",,,"Pawar College of Engineering, Dumbarwadi",,,,
"1,193",71111 (35.2437565),0632237210,06322 - Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra,Electronics and,JEE,AI to AI,AI
"",,,"Pawar College of Engineering, Dumbarwadi",Telecommunication Engg,,,
"1,194",76750 (28.7236429),0632261210,06322 - Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra,Mechanical Engineering,JEE,MH to AI,GOBCH
"",,,"Pawar College of Engineering, Dumbarwadi",,,,
"1,195",63807 (42.5957771),0632292110,06322 - Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra,Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Pawar College of Engineering, Dumbarwadi",Machine Learning,,,
"1,196",170212 (29.3071786),0632419110,06324 - Rajgad Dnyanpeeth's Shri Chhatrapati Shivajiraje College of,Civil Engineering,MHT-CET,AI to AI,AI
"",,,"Engineering, Bhor",,,,
"1,197",55342 (50.5062748),0632424510,06324 - Rajgad Dnyanpeeth's Shri Chhatrapati Shivajiraje College of,Computer Engineering,JEE,AI to AI,AI
"",,,"Engineering, Bhor",,,,
"1,198",57854 (48.1018012),0632426310,06324 - Rajgad Dnyanpeeth's Shri Chhatrapati Shivajiraje College of,Artificial Intelligence (AI),JEE,AI to AI,AI
"",,,"Engineering, Bhor",and Data Science,,,
"1,199",65517 (41.0479619),0632437210,06324 - Rajgad Dnyanpeeth's Shri Chhatrapati Shivajiraje College of,Electronics and,JEE,AI to AI,AI
"",,,"Engineering, Bhor",Telecommunication Engg,,,
"1,200",69791 (36.6180714),0632461210,06324 - Rajgad Dnyanpeeth's Shri Chhatrapati Shivajiraje College of,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Engineering, Bhor",,,,
"1,201",64889 (41.7350505),0632519110,06325 - Alard  Charitable Trust's Alard College of Engineering and,Civil Engineering,JEE,AI to AI,AI
"",,,"Management, Pune",,,,
"1,202",25390 (75.6601092),0632524510,06325 - Alard  Charitable Trust's Alard College of Engineering and,Computer Engineering,JEE,AI to AI,AI
"",,,"Management, Pune",,,,
"1,203",32579 (69.5584733),0632525710,06325 - Alard  Charitable Trust's Alard College of Engineering and,Computer Science and,JEE,AI to AI,AI
"",,,"Management, Pune",Design,,,
"1,204",45635 (58.6610048),0632529310,06325 - Alard  Charitable Trust's Alard College of Engineering and,Electrical Engineering,JEE,AI to AI,AI
"",,,"Management, Pune",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,205",41260 (62.2823599),0632537210,06325 - Alard  Charitable Trust's Alard College of Engineering and,Electronics and,JEE,AI to AI,AI
"",,,"Management, Pune",Telecommunication Engg,,,
"1,206",39370 (63.7478515),0632537810,06325 - Alard  Charitable Trust's Alard College of Engineering and,Electronics Engineering (,JEE,AI to AI,AI
"",,,"Management, Pune",VLSI Design and,,,
"1,207",65258 (41.3090537),0632561210,06325 - Alard  Charitable Trust's Alard College of Engineering and,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Management, Pune",,,,
"1,208",20342 (80.2658143),0632592110,06325 - Alard  Charitable Trust's Alard College of Engineering and,Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Management, Pune",Machine Learning,,,
"1,209",43330 (60.5916673),0632593310,06325 - Alard  Charitable Trust's Alard College of Engineering and,Electronics and,JEE,AI to AI,AI
"",,,"Management, Pune",Communication,,,
"1,210",83518 (18.9052434),0632619110,06326 - Karmayogi Institute of Technology,Civil Engineering,JEE,AI to AI,AI
"1,211",160515 (40.1066152),0632661210,06326 - Karmayogi Institute of Technology,Mechanical Engineering,MHT-CET,AI to AI,AI
"1,212",67746 (38.9966089),0640224210,"06402 - NEW INSTITUTE OF TECHNOLOGY,KOLHAPUR",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
"1,213",183807 (11.3877670),0640291110,"06402 - NEW INSTITUTE OF TECHNOLOGY,KOLHAPUR",Computer Science and,MHT-CET,AI to AI,AI
"",,,,Engineering(Artificial,,,
"1,214",86091 (14.1768992),0646624210,"06466 - Shree Santkrupa Shikshan Sanstha, Shree Santkrupa Institute Of",Computer Science and,JEE,AI to AI,AI
"",,,"Engineering & Technology, Karad",Engineering,,,
"1,215",63096 (43.4350639),0646824210,"06468 - Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of",Computer Science and,JEE,AI to AI,AI
"",,,"Engineering & Technology,Kolhapur",Engineering,,,
"1,216",133185 (63.0759599),0646829310,"06468 - Swami Vivekananda Shikshan Sanstha, Dr. Bapuji Salunkhe Institute Of",Electrical Engineering,MHT-CET,MH to AI,GNT3H
"",,,"Engineering & Technology,Kolhapur",,,,
"1,217",178614 (18.7034184),0654524210,06545 - Samarth Education Trust's Arvind Gavali College Of Engineering,Computer Science and,MHT-CET,AI to AI,AI
"",,,"Panwalewadi, Varye,Satara.",Engineering,,,
"1,218",181361 (15.1214416),0654526310,06545 - Samarth Education Trust's Arvind Gavali College Of Engineering,Artificial Intelligence (AI),MHT-CET,AI to AI,AI
"",,,"Panwalewadi, Varye,Satara.",and Data Science,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,219",46668 (57.7613020),0660924510,"06609 - Jaihind College Of Engineering,Kuran",Computer Engineering,JEE,AI to AI,AI
"1,220",54011 (51.4671199),0660926310,"06609 - Jaihind College Of Engineering,Kuran",Artificial Intelligence (AI),JEE,AI to AI,AI
"",,,,and Data Science,,,
"1,221",53512 (51.9468217),0660937210,"06609 - Jaihind College Of Engineering,Kuran",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,222",71371 (34.7551904),0660961210,"06609 - Jaihind College Of Engineering,Kuran",Mechanical Engineering,JEE,AI to AI,AI
"1,223",17357 (82.8730830),0662224510,06622 - ISBM College Of Engineering Pune,Computer Engineering,JEE,AI to AI,AI
"1,224",27691 (73.7173337),0662237210,06622 - ISBM College Of Engineering Pune,Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,225",44733 (59.4141074),0662237810,06622 - ISBM College Of Engineering Pune,Electronics Engineering (,JEE,AI to AI,AI
"",,,,VLSI Design and,,,
"1,226",11241 (88.4954015),0662256610,06622 - ISBM College Of Engineering Pune,Computer Science,JEE,AI to AI,AI
"1,227",61204 (45.1836004),0662261210,06622 - ISBM College Of Engineering Pune,Mechanical Engineering,JEE,AI to AI,AI
"1,228",26936 (74.3085106),0662292110,06622 - ISBM College Of Engineering Pune,Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Machine Learning,,,
"1,229",24521 (76.4221675),0662299510,06622 - ISBM College Of Engineering Pune,Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
"1,230",31393 (70.5787934),0662524510,"06625 - Universal College of Engineering & Research, Sasewadi",Computer Engineering,JEE,AI to AI,AI
"1,231",74897 (30.9483531),0662529310,"06625 - Universal College of Engineering & Research, Sasewadi",Electrical Engineering,JEE,AI to AI,AI
"1,232",62742 (43.6524512),0662824510,"06628 - Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist.",Computer Engineering,JEE,AI to AI,AI
"",,,Pune,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,233",47347 (57.3147779),0662824610,"06628 - Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist.",Information Technology,JEE,AI to AI,AI
"",,,Pune,,,,
"1,234",82753 (20.2246906),0662829310,"06628 - Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist.",Electrical Engineering,JEE,MH to AI,LNT1H
"",,,Pune,,,,
"1,235",186542 (6.2399253),0662861210,"06628 - Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist.",Mechanical Engineering,MHT-CET,AI to AI,AI
"",,,Pune,,,,
"1,236",67530 (39.3011281),0662884410,"06628 - Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist.",Electronics and Computer,JEE,AI to AI,AI
"",,,Pune,Engineering,,,
"1,237",86503 (13.3777584),0663219110,06632 - Navsahyadri Education Society's Group of Institutions,Civil Engineering,JEE,AI to AI,AI
"1,238",42761 (61.0211990),0663224510,06632 - Navsahyadri Education Society's Group of Institutions,Computer Engineering,JEE,AI to AI,AI
"1,239",86303 (13.6733213),0663229310,06632 - Navsahyadri Education Society's Group of Institutions,Electrical Engineering,JEE,AI to AI,AI
"1,240",56876 (49.2343759),0663237210,06632 - Navsahyadri Education Society's Group of Institutions,Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,241",48683 (56.0687777),0663292110,06632 - Navsahyadri Education Society's Group of Institutions,Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Machine Learning,,,
"1,242",72854 (33.3330232),0663419110,"06634 - KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Civil Engineering,JEE,AI to AI,AI
"1,243",24297 (76.5791743),0663424510,"06634 - KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Computer Engineering,JEE,AI to AI,AI
"1,244",29205 (72.4107324),0663424610,"06634 - KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Information Technology,JEE,AI to AI,AI
"1,245",34369 (67.9496851),0663437210,"06634 - KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,246",66107 (40.3502378),0663461210,"06634 - KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Mechanical Engineering,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
"1,247",89425 (6.0695205),0663519110,06635 - Samarth College of Engineering and Management,Civil Engineering,JEE,AI to AI,AI
"1,248",54885 (50.8208297),0663524510,06635 - Samarth College of Engineering and Management,Computer Engineering,JEE,AI to AI,AI
"1,249",70673 (36.0345296),0663529310,06635 - Samarth College of Engineering and Management,Electrical Engineering,JEE,AI to AI,AI
"1,250",63088 (43.4350639),0663537210,06635 - Samarth College of Engineering and Management,Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
"1,251",75231 (30.6675338),0663561210,06635 - Samarth College of Engineering and Management,Mechanical Engineering,JEE,AI to AI,AI
"1,252",50190 (54.8536973),0663591210,06635 - Samarth College of Engineering and Management,Computer Science and,JEE,AI to AI,AI
"",,,,Engineering(Data Science),,,
"1,253",58567 (47.4653812),0663592110,06635 - Samarth College of Engineering and Management,Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Machine Learning,,,
"1,254",70135 (36.3198089),0664019110,"06640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Civil Engineering,JEE,AI to AI,AI
"1,255",65284 (41.3090537),0664029310,"06640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Electrical Engineering,JEE,AI to AI,AI
"1,256",73211 (33.0683459),0664061210,"06640 - N. B. Navale Sinhgad College of Engineering, Kegaon, solapur",Mechanical Engineering,JEE,AI to AI,AI
"1,257",76069 (29.6156065),0664319110,"06643 - S K N Sinhgad College of Engineering, Korti Tal. Pandharpur Dist",Civil Engineering,JEE,AI to AI,AI
